state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
68,1783220907755,0,0,0,0,0,0,0,0,67,69,10,0,40,163.75,0,0,7,-998,-1,0,0,0,,,,,,,,,
69,1783220907850,95,95,0,0,0,0,0,0,67,69,10,0,40,163.56,0,0,7,-1000,-1,0,0,0,,,,,,,,,
70,1783220907946,191,191,0,0,0,0,0,0,67,69,10,0,40,163.82,0,-1,6,-998,-1,0,0,0,,,,,,,,,
71,1783220908045,290,290,0,0,0,0,0,0,67,69,10,0,40,163.72,0,0,7,-997,-1,0,0,0,,,,,,,,,
72,1783220908139,384,383,0,0,0,0,0,0,67,69,10,0,39,163.79,0,0,8,-1000,-1,0,0,0,,,,,,,,,
73,1783220908235,480,480,0,0,0,0,0,0,67,69,10,0,39,163.74,0,0,6,-1000,-1,0,0,0,,,,,,,,,
74,1783220908331,576,575,0,0,0,0,0,0,67,69,10,0,39,163.88,0,-1,8,-1002,-1,0,0,0,,,,,,,,,
75,1783220908429,674,674,0,0,0,0,0,0,67,69,10,0,39,164.07,0,0,6,-1001,-1,0,0,0,,,,,,,,,
76,1783220908523,768,768,0,0,0,0,0,0,67,69,10,0,39,163.82,0,0,9,-1000,-1,0,0,0,,,,,,,,,
77,1783220908619,864,864,0,0,0,0,0,0,67,69,10,0,39,163.87,0,0,6,-999,-1,0,0,0,,,,,,,,,
78,1783220908716,961,960,0,0,0,0,0,0,67,69,10,0,39,163.84,0,-1,8,-998,-1,0,0,0,,,,,,,,,
79,1783220908811,1056,1056,0,0,0,0,0,0,67,69,10,0,39,163.9,0,0,5,-998,-1,0,0,0,,,,,,,,,
80,1783220908907,1152,1152,0,0,0,0,0,0,67,69,10,0,39,163.57,0,0,8,-998,-1,0,0,0,,,,,,,,,
81,1783220909003,1248,1248,0,0,0,0,0,0,67,69,10,0,39,163.95,0,0,7,-998,-1,0,0,0,,,,,,,,,
82,1783220909099,1344,1344,0,0,0,0,0,0,67,69,10,0,39,163.59,0,-1,6,-999,-1,0,0,0,,,,,,,,,
83,1783220909196,1441,1441,0,0,0,0,0,0,67,69,10,0,39,163.59,0,0,7,-1000,-1,0,0,0,,,,,,,,,
84,1783220909291,1536,1536,0,0,0,0,0,0,67,69,10,0,39,163.9,0,0,7,-1000,-1,0,0,0,,,,,,,,,
85,1783220909387,1632,1632,0,0,0,0,0,0,67,69,10,0,39,163.46,0,-1,8,-1001,-1,0,0,0,,,,,,,,,
86,1783220909483,1728,1728,0,0,0,0,0,0,67,69,10,0,39,163.76,0,0,6,-1000,-1,0,0,0,,,,,,,,,
87,1783220909579,1824,1824,0,0,0,0,0,0,67,69,10,0,39,163.67,0,0,9,-1000,-1,0,0,0,,,,,,,,,
88,1783220909676,1921,1921,0,0,0,0,0,0,67,69,10,0,39,164.01,0,0,7,-999,-1,0,0,0,,,,,,,,,
89,1783220909772,2017,2017,0,0,0,0,0,0,67,70,10,0,39,163.94,0,0,6,-998,-1,0,0,0,,,,,,,,,
90,1783220909868,2113,2112,0,0,0,0,0,0,67,70,10,0,39,163.79,0,0,7,-998,-1,0,0,0,,,,,,,,,
91,1783220909916,2161,2161,0,0,0,0,0,0,67,70,10,0,39,163.83,0,0,7,-1000,-1,0,0,0,,,,,,,,,
92,1783220910012,2257,2256,0,0,0,0,0,0,67,70,10,0,39,163.72,0,0,7,-997,-1,0,0,0,,,,,,,,,
93,1783220910108,2353,2353,0,0,0,0,0,0,67,70,10,0,39,163.93,0,0,7,-1000,-1,0,0,0,,,,,,,,,
94,1783220910204,2449,2449,0,0,0,0,0,0,67,70,10,0,39,163.64,0,0,7,-1000,-1,0,0,0,,,,,,,,,
95,1783220910300,2545,2545,0,0,0,0,0,0,67,70,10,0,39,163.79,0,1,7,-1001,-1,0,0,0,,,,,,,,,
96,1783220910396,2641,2641,0,0,0,0,0,0,67,70,10,0,39,164.02,0,0,6,-1000,-1,0,0,0,,,,,,,,,
97,1783220910492,2737,2737,0,0,0,0,0,0,67,70,10,0,39,163.7,0,0,8,-1001,-1,0,0,0,,,,,,,,,
98,1783220910590,2835,2835,0,0,0,0,0,0,67,70,10,0,39,163.49,0,0,7,-1000,-1,0,0,0,,,,,,,,,
99,1783220910684,2929,2929,0,0,0,0,0,0,67,69,10,0,39,163.7,0,0,7,-1001,-1,0,0,0,,,,,,,,,
