state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
0,1783015601032,0,0,0,0,-55,-7,5,15,60,62,55,-30,93,179.73,0,528,245,-1244,-1,0,0,0,,,,,,,,,
1,1783015601083,51,51,0,-4,-63,-6,4,12,60,62,41,-40,93,179.73,0,411,56,-1157,-1,0,0,0,,,,,,,,,
2,1783015601180,148,148,-1,-6,-67,-5,2,10,60,62,32,-50,93,179.66,0,245,144,-1189,-1,0,0,0,,,,,,,,,
3,1783015601277,245,245,-2,-6,-69,-4,0,8,60,62,10,-60,93,179.44,0,39,52,-1231,-1,0,0,0,,,,,,,,,
4,1783015601377,345,344,0,-3,-68,-4,0,5,60,62,10,-70,93,179.31,0,-142,60,-1387,-1,0,0,0,,,,,,,,,
5,1783015601475,443,443,0,-5,-71,-3,0,4,60,62,10,-80,93,179.45,0,-14,146,-1295,-1,0,0,0,,,,,,,,,
6,1783015601574,542,542,-1,-4,-70,-1,0,2,60,62,10,-80,93,179.42,0,115,210,-1232,-1,0,0,0,,,,,,,,,
7,1783015601673,641,641,-1,-4,-69,0,0,1,60,62,10,-80,93,179.4,0,-226,166,-1083,-1,0,0,0,,,,,,,,,
8,1783015601772,740,739,0,-1,-72,0,0,1,61,62,10,-80,93,179.45,0,-13,191,-832,-1,0,0,0,,,,,,,,,
9,1783015601870,838,838,0,0,-72,0,0,0,61,62,10,-80,93,179.31,0,-4,4,-992,-1,0,0,0,,,,,,,,,
10,1783015601969,937,937,0,0,-73,0,0,0,61,62,10,0,93,179.37,0,49,66,-1015,-1,0,0,0,,,,,,,,,
11,1783015602069,1037,1036,0,0,-73,0,0,0,61,62,10,0,93,179.44,0,-1,8,-997,-1,0,0,0,,,,,,,,,
12,1783015602167,1135,1135,0,0,-73,0,0,0,61,62,10,0,93,179.46,0,-1,8,-1005,-1,0,0,0,,,,,,,,,
13,1783015602266,1234,1234,0,0,-73,0,0,0,61,62,10,0,93,179.67,0,-1,8,-1004,-1,0,0,0,,,,,,,,,
14,1783015602365,1333,1332,0,0,-73,0,0,0,61,62,10,0,93,179.42,0,36,12,-921,-1,0,0,0,,,,,,,,,
15,1783015602464,1432,1431,0,0,-73,0,0,0,61,62,10,0,93,179.07,0,22,25,-1004,-1,0,0,0,,,,,,,,,
16,1783015602563,1531,1530,0,0,-73,0,0,0,61,62,10,0,93,179.42,0,9,23,-1003,-1,0,0,0,,,,,,,,,
17,1783015602661,1629,1629,0,0,-73,0,0,0,61,62,10,0,93,179.39,0,9,24,-1001,-1,0,0,0,,,,,,,,,
18,1783015602760,1728,1728,0,0,-73,0,0,0,60,62,10,0,93,179.42,0,0,3,-1001,-1,0,0,0,,,,,,,,,
19,1783015602859,1827,1827,0,0,-73,0,0,0,60,62,10,0,93,179.19,0,-8,-6,-998,-1,0,0,0,,,,,,,,,
20,1783015602958,1926,1926,0,0,-72,0,0,0,60,62,10,0,93,179.26,0,-14,-2,-998,-1,0,0,0,,,,,,,,,
21,1783015603056,2024,2024,0,0,-72,0,0,0,60,62,10,0,93,179.45,0,-2,8,-1003,-1,0,0,0,,,,,,,,,
22,1783015603151,2119,2119,0,0,-72,0,0,0,60,62,10,0,93,179.39,0,-1,8,-1001,-1,0,0,0,,,,,,,,,
23,1783015603247,2215,2215,0,0,-72,0,0,0,60,62,10,0,93,179.26,0,0,5,-1007,-1,0,0,0,,,,,,,,,
24,1783015603343,2311,2311,0,0,-71,0,0,0,60,62,10,0,93,179.85,0,-7,9,-1004,-1,0,0,0,,,,,,,,,
25,1783015603441,2409,2409,0,0,-71,0,0,0,60,62,10,0,93,179.14,0,-3,10,-1000,-1,0,0,0,,,,,,,,,
26,1783015603486,2454,2454,0,0,-71,0,0,0,60,62,10,0,93,179.55,0,0,7,-1004,-1,0,0,0,,,,,,,,,
27,1783015603582,2550,2550,0,0,-71,0,0,0,60,62,10,0,93,179.48,0,0,6,-1000,-1,0,0,0,,,,,,,,,
28,1783015603703,2671,2671,0,0,-71,0,0,0,60,63,10,0,93,179.05,0,-1,6,-994,-1,0,0,0,,,,,,,,,
29,1783015603774,2742,2741,0,0,-71,0,0,0,60,63,10,0,93,179.48,0,-1,9,-999,-1,0,0,0,,,,,,,,,
30,1783015603868,2836,2836,0,0,-71,0,0,0,60,63,10,0,93,179.42,0,-1,7,-1006,-1,0,0,0,,,,,,,,,
31,1783015603964,2932,2932,0,0,-71,0,0,0,60,63,10,0,92,179.26,0,-1,8,-1001,-1,0,0,0,,,,,,,,,
32,1783015604060,3028,3028,0,0,-71,0,0,0,60,63,10,0,92,179.36,0,-2,6,-998,-1,0,0,0,,,,,,,,,
33,1783015604156,3124,3124,0,0,-71,0,0,0,60,63,10,0,92,179.43,0,0,7,-1000,-1,0,0,0,,,,,,,,,
34,1783015604251,3219,3219,0,0,-71,1,1,0,60,63,10,0,92,179.31,0,0,8,-998,-1,0,0,0,,,,,,,,,
35,1783015604347,3315,3314,0,0,-71,0,0,0,60,63,10,0,92,179.41,0,-2,7,-999,-1,0,0,0,,,,,,,,,
36,1783015604445,3413,3413,0,0,-71,0,0,0,60,63,10,0,92,179.19,0,-1,7,-998,-1,0,0,0,,,,,,,,,
37,1783015604546,3514,3514,0,0,-71,0,0,0,60,63,10,0,92,179.62,0,0,7,-1001,-1,0,0,0,,,,,,,,,
38,1783015604635,3603,3603,0,0,-71,0,0,0,61,63,10,0,92,179.04,0,-2,6,-1001,-1,0,0,0,,,,,,,,,
39,1783015604741,3709,3708,0,0,-71,0,0,0,61,63,10,0,92,179.25,0,0,7,-997,-1,0,0,0,,,,,,,,,
40,1783015604826,3794,3794,0,0,-71,0,0,0,61,63,10,0,92,179.32,0,-2,7,-1004,-1,0,0,0,,,,,,,,,
41,1783015604922,3890,3890,0,0,-71,0,0,0,61,63,10,0,92,179.23,0,-1,6,-1000,-1,0,0,0,,,,,,,,,
42,1783015605018,3986,3986,0,0,-71,0,0,0,61,63,10,0,92,179.37,0,-1,7,-1001,-1,0,0,0,,,,,,,,,
43,1783015605112,4080,4079,0,0,-71,0,0,0,61,63,10,0,92,179.32,0,0,7,-999,-1,0,0,0,,,,,,,,,
44,1783015605214,4182,4181,0,0,-71,0,0,0,61,63,10,0,92,179.21,0,0,6,-999,-1,0,0,0,,,,,,,,,
45,1783015605303,4271,4271,0,0,-71,0,0,0,61,63,10,0,92,179.4,0,0,7,-999,-1,0,0,0,,,,,,,,,
46,1783015605405,4373,4373,0,0,-71,0,0,0,61,63,10,0,92,179.31,0,-1,6,-1001,-1,0,0,0,,,,,,,,,
47,1783015605494,4462,4462,0,0,-71,0,0,0,61,63,10,0,92,179.47,0,-1,7,-1001,-1,0,0,0,,,,,,,,,
48,1783015605590,4558,4558,0,0,-71,0,0,0,60,63,10,0,92,179.63,0,-2,6,-1000,-1,0,0,0,,,,,,,,,
49,1783015605686,4654,4653,0,0,-71,0,0,0,60,63,10,0,92,179.42,0,-1,7,-1001,-1,0,0,0,,,,,,,,,
50,1783015605781,4749,4749,0,0,-71,0,0,0,60,63,10,0,92,179.73,0,-2,5,-998,-1,0,0,0,,,,,,,,,
51,1783015605877,4845,4844,0,0,-71,0,0,0,60,63,10,0,92,179.33,0,-2,7,-996,-1,0,0,0,,,,,,,,,
52,1783015605925,4893,4893,0,0,-71,0,0,0,60,63,10,0,92,179.53,0,0,7,-997,-1,0,0,0,,,,,,,,,
53,1783015606020,4988,4988,0,0,-71,0,0,0,60,63,10,0,92,179.12,0,-3,6,-999,-1,0,0,0,,,,,,,,,
54,1783015606116,5084,5083,0,0,-71,0,0,0,60,63,10,0,92,179.31,0,-1,8,-1001,-1,0,0,0,,,,,,,,,
55,1783015606211,5179,5179,0,0,-71,0,0,0,60,63,10,0,92,179.34,0,-1,8,-998,-1,0,0,0,,,,,,,,,
56,1783015606307,5275,5275,0,0,-71,0,0,0,60,63,10,0,92,179.41,0,-1,7,-999,-1,0,0,0,,,,,,,,,
57,1783015606403,5371,5370,0,0,-71,0,0,0,60,63,10,0,92,179.39,0,-1,6,-997,-1,0,0,0,,,,,,,,,
58,1783015606498,5466,5466,0,0,-71,0,0,0,61,64,10,0,92,179.41,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
59,1783015606594,5562,5561,0,0,-71,0,0,0,61,64,10,0,92,179.42,0,-1,5,-1000,-1,0,0,0,,,,,,,,,
60,1783015606689,5657,5657,0,0,-71,0,0,0,61,64,10,0,92,179.49,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
61,1783015606785,5753,5753,0,0,-71,0,0,0,61,64,10,0,92,179.62,0,0,8,-999,-1,0,0,0,,,,,,,,,
62,1783015606881,5849,5848,0,0,-71,0,0,0,61,64,10,0,92,179.19,0,-2,7,-997,-1,0,0,0,,,,,,,,,
63,1783015606976,5944,5944,0,0,-71,0,0,0,61,64,10,0,92,179.42,0,0,8,-1000,-1,0,0,0,,,,,,,,,
64,1783015607072,6040,6040,0,0,-71,0,0,0,61,64,10,0,92,179.14,0,0,7,-996,-1,0,0,0,,,,,,,,,
65,1783015607167,6135,6135,0,0,-71,0,0,0,61,64,10,0,92,179.05,0,-3,6,-998,-1,0,0,0,,,,,,,,,
66,1783015607263,6231,6231,0,0,-71,0,0,0,61,64,10,0,92,179.52,0,-1,6,-999,-1,0,0,0,,,,,,,,,
67,1783015607359,6327,6326,0,0,-71,0,0,0,61,64,10,0,92,179.1,0,-2,5,-1002,-1,0,0,0,,,,,,,,,
68,1783015607455,6423,6423,0,0,-71,0,0,0,61,63,10,0,92,179.31,0,-1,7,-998,-1,0,0,0,,,,,,,,,
69,1783015607550,6518,6518,0,0,-71,0,0,0,61,63,10,0,92,179.63,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
70,1783015607649,6617,6617,0,0,-71,0,0,0,61,63,10,0,92,179.18,0,-1,7,-1001,-1,0,0,0,,,,,,,,,
71,1783015607742,6710,6710,0,0,-71,0,0,0,61,63,10,0,92,179.2,0,-1,7,-997,-1,0,0,0,,,,,,,,,
72,1783015607840,6808,6808,0,0,-71,0,0,0,61,63,10,0,92,179.32,0,0,6,-1000,-1,0,0,0,,,,,,,,,
73,1783015607939,6907,6907,0,0,-71,0,0,0,61,63,10,0,92,179.46,0,-1,6,-997,-1,0,0,0,,,,,,,,,
74,1783015608039,7007,7006,0,0,-71,0,0,0,61,63,10,0,92,179.36,0,-1,7,-999,-1,0,0,0,,,,,,,,,
75,1783015608138,7106,7106,0,0,-71,0,0,0,61,63,10,0,92,179.36,0,0,8,-1000,-1,0,0,0,,,,,,,,,
76,1783015608238,7206,7206,0,0,-71,0,0,0,61,63,10,0,92,179.38,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
77,1783015608287,7255,7255,0,0,-71,0,0,0,61,63,10,0,92,179.2,0,-1,8,-1002,-1,0,0,0,,,,,,,,,
78,1783015608387,7355,7354,0,0,-71,0,0,0,62,64,10,0,92,179.11,0,0,7,-998,-1,0,0,0,,,,,,,,,
79,1783015608486,7454,7454,0,0,-71,0,0,0,62,64,10,0,92,179.07,0,0,7,-1000,-1,0,0,0,,,,,,,,,
80,1783015608586,7554,7554,0,0,-71,0,0,0,62,64,10,0,92,179.64,0,0,7,-999,-1,0,0,0,,,,,,,,,
81,1783015608686,7654,7653,0,0,-71,0,0,0,62,64,10,0,92,179.42,0,0,7,-1001,-1,0,0,0,,,,,,,,,
82,1783015608785,7753,7753,0,0,-71,0,0,0,62,64,10,0,92,179.09,0,-1,7,-998,-1,0,0,0,,,,,,,,,
83,1783015608885,7853,7853,0,0,-71,0,0,0,62,64,10,0,92,179.14,0,0,9,-1001,-1,0,0,0,,,,,,,,,
84,1783015608986,7954,7954,0,0,-71,0,0,0,62,64,10,0,92,179.32,0,-1,5,-997,-1,0,0,0,,,,,,,,,
85,1783015609083,8051,8051,0,0,-71,0,0,0,62,64,10,0,92,179.41,0,0,7,-1000,-1,0,0,0,,,,,,,,,
86,1783015609191,8159,8159,0,0,-71,0,0,0,62,64,10,0,92,179.41,0,0,6,-999,-1,0,0,0,,,,,,,,,
87,1783015609285,8253,8253,0,0,-71,0,0,0,62,64,10,0,92,179.22,0,-2,7,-1001,-1,0,0,0,,,,,,,,,
88,1783015609382,8350,8350,0,0,-71,0,0,0,61,64,10,0,92,179.24,0,-1,7,-999,-1,0,0,0,,,,,,,,,
89,1783015609481,8449,8449,0,0,-71,0,0,0,61,64,10,0,92,179.26,0,-1,5,-999,-1,0,0,0,,,,,,,,,
90,1783015609581,8549,8549,0,0,-71,0,0,0,61,64,10,0,92,179.33,0,0,7,-999,-1,0,0,0,,,,,,,,,
91,1783015609681,8649,8648,0,0,-71,0,0,0,61,64,10,0,92,179.48,0,0,6,-997,-1,0,0,0,,,,,,,,,
92,1783015609780,8748,8748,0,0,-71,0,0,0,61,64,10,0,92,179.15,0,-1,6,-999,-1,0,0,0,,,,,,,,,
93,1783015609879,8847,8847,0,0,-71,0,0,0,61,64,10,0,92,179.09,0,-1,6,-998,-1,0,0,0,,,,,,,,,
94,1783015609980,8948,8947,0,0,-71,0,0,0,61,64,10,0,92,179.14,0,-1,7,-999,-1,0,0,0,,,,,,,,,
95,1783015610079,9047,9047,0,0,-71,0,0,0,61,64,10,0,92,179.33,0,-1,7,-998,-1,0,0,0,,,,,,,,,
96,1783015610178,9146,9146,0,0,-70,0,0,0,61,64,10,0,92,179.27,0,-2,7,-1001,-1,0,0,0,,,,,,,,,
97,1783015610277,9245,9245,0,0,-70,0,0,0,61,64,10,0,92,179.56,0,0,7,-997,-1,0,0,0,,,,,,,,,
98,1783015610377,9345,9345,0,0,-70,0,0,0,62,64,10,0,92,179.56,0,-2,8,-999,-1,0,0,0,,,,,,,,,
99,1783015610478,9446,9445,0,0,-70,0,0,0,62,64,10,0,92,179.22,0,-2,7,-1002,-1,0,0,0,,,,,,,,,
100,1783015610577,9545,9545,0,0,-70,0,0,0,62,64,10,0,92,178.92,0,0,7,-1000,-1,0,0,0,,,,,,,,,
101,1783015610677,9645,9645,0,0,-70,0,0,0,62,64,10,0,92,179.59,0,0,8,-999,-1,0,0,0,,,,,,,,,
102,1783015610776,9744,9743,0,0,-70,0,0,0,62,64,10,0,92,179.25,0,0,6,-998,-1,0,0,0,,,,,,,,,
103,1783015610826,9794,9794,0,0,-70,0,0,0,62,64,10,0,92,179.23,0,-1,6,-1000,-1,0,0,0,,,,,,,,,
104,1783015610927,9895,9894,0,0,-70,0,0,0,62,64,10,0,92,179.13,0,0,6,-999,-1,0,0,0,,,,,,,,,
105,1783015611025,9993,9993,0,0,-70,0,0,0,62,64,10,0,92,179.43,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
106,1783015611125,10093,10092,0,0,-70,0,0,0,62,64,10,0,92,179.41,0,-1,7,-999,-1,0,0,0,,,,,,,,,
107,1783015611224,10192,10192,0,0,-70,0,0,0,62,64,10,0,92,179.59,0,0,7,-997,-1,0,0,0,,,,,,,,,
108,1783015611326,10294,10294,0,0,-70,0,0,0,62,64,10,0,92,179.46,0,-1,7,-1001,-1,0,0,0,,,,,,,,,
109,1783015611424,10392,10391,0,0,-70,0,0,0,62,64,10,0,92,179.3,0,-1,6,-1001,-1,0,0,0,,,,,,,,,
110,1783015611523,10491,10491,0,0,-70,0,0,0,62,64,10,0,92,179.36,0,-1,6,-997,-1,0,0,0,,,,,,,,,
111,1783015611622,10590,10590,0,0,-70,0,0,0,62,64,10,0,92,179.15,0,0,6,-999,-1,0,0,0,,,,,,,,,
112,1783015611726,10694,10694,0,0,-70,0,0,0,62,64,10,0,92,178.95,0,0,6,-1001,-1,0,0,0,,,,,,,,,
113,1783015611830,10798,10798,0,0,-70,0,0,0,62,64,10,0,92,179.32,0,-1,6,-1000,-1,0,0,0,,,,,,,,,
114,1783015611921,10889,10889,0,0,-70,0,0,0,62,64,10,0,92,179.18,0,0,6,-1002,-1,0,0,0,,,,,,,,,
115,1783015612021,10989,10988,0,0,-70,0,0,0,62,64,10,0,92,179.25,0,0,6,-999,-1,0,0,0,,,,,,,,,
116,1783015612120,11088,11088,0,0,-70,0,0,0,62,64,10,0,92,179.15,0,0,6,-999,-1,0,0,0,,,,,,,,,
117,1783015612220,11188,11187,0,0,-70,0,0,0,62,64,10,0,92,179.54,0,-2,7,-1000,-1,0,0,0,,,,,,,,,
118,1783015612319,11287,11287,0,0,-70,0,0,0,62,65,10,0,92,179.19,0,0,6,-998,-1,0,0,0,,,,,,,,,
119,1783015612419,11387,11386,0,0,-70,0,0,0,62,65,10,0,92,179.23,0,0,8,-1000,-1,0,0,0,,,,,,,,,
120,1783015612522,11490,11490,0,0,-70,0,0,0,62,65,10,0,92,179.43,0,0,7,-1000,-1,0,0,0,,,,,,,,,
121,1783015612829,11797,11796,0,0,-70,0,0,0,62,65,10,0,92,179.03,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
122,1783015612922,11890,11890,0,0,-70,0,0,0,62,65,10,0,92,179.28,0,-2,7,-1001,-1,0,0,0,,,,,,,,,
123,1783015613037,12005,12004,0,0,-70,0,0,0,62,65,10,0,92,179.34,0,0,7,-999,-1,0,0,0,,,,,,,,,
124,1783015613183,12151,12151,0,0,-70,0,0,0,62,65,10,0,92,179.25,0,-1,7,-1000,-1,0,0,0,,,,,,,,,
125,1783015613189,12157,12157,0,0,-70,0,0,0,62,65,10,0,92,179.17,0,-1,6,-1000,-1,0,0,0,,,,,,,,,
126,1783015613239,12207,12207,0,0,-70,0,0,0,62,65,10,0,92,179.14,0,0,7,-1002,-1,0,0,0,,,,,,,,,
127,1783015613349,12317,12317,0,0,-70,0,0,0,62,65,10,0,92,179.32,0,0,7,-1001,-1,0,0,0,,,,,,,,,
128,1783015613538,12506,12505,0,0,-70,0,0,0,62,64,10,0,92,179.36,0,-1,6,-1003,-1,0,0,0,,,,,,,,,
129,1783015613560,12528,12528,0,0,-70,0,0,0,62,64,10,0,92,179.11,0,0,7,-998,-1,0,0,0,,,,,,,,,
130,1783015613563,12531,12530,0,0,-70,0,0,0,62,64,10,0,92,179.62,0,0,5,-1000,-1,0,0,0,,,,,,,,,
131,1783015613700,12668,12667,0,0,-70,0,0,0,62,64,10,0,92,179.41,0,0,7,-1000,-1,0,0,0,,,,,,,,,
132,1783015613715,12683,12683,0,0,-70,0,0,0,62,64,10,0,92,179.38,0,-1,8,-998,-1,0,0,0,,,,,,,,,
133,1783015613970,12938,12938,0,0,-70,0,0,0,62,64,10,0,92,178.99,0,0,7,-999,-1,0,0,0,,,,,,,,,
134,1783015614087,13055,13055,0,0,-70,0,0,0,62,64,10,0,92,179.41,0,-2,6,-999,-1,0,0,0,,,,,,,,,
135,1783015614090,13058,13057,0,0,-70,0,0,0,62,64,10,0,92,179.45,0,0,6,-999,-1,0,0,0,,,,,,,,,
136,1783015614222,13190,13190,0,0,-70,0,0,0,62,64,10,0,92,179.48,0,0,7,-998,-1,0,0,0,,,,,,,,,
137,1783015614387,13355,13354,0,0,-70,0,0,0,62,64,10,0,92,179.22,0,0,6,-999,-1,0,0,0,,,,,,,,,
138,1783015614435,13403,13403,0,0,-70,0,0,0,62,65,10,0,92,179.32,0,1,8,-1000,-1,0,0,0,,,,,,,,,
139,1783015614484,13452,13452,0,0,-70,0,0,0,62,65,10,0,92,179.14,0,0,7,-1002,-1,0,0,0,,,,,,,,,
140,1783015614631,13599,13599,0,0,-70,0,0,0,62,65,10,0,92,179.22,0,0,7,-1000,-1,0,0,0,,,,,,,,,
141,1783015614736,13704,13704,0,0,-70,0,0,0,62,65,10,0,92,179.2,0,0,6,-998,-1,0,0,0,,,,,,,,,
142,1783015614809,13777,13776,0,0,-70,0,0,0,62,65,10,0,92,179.18,0,0,7,-999,-1,0,0,0,,,,,,,,,
143,1783015614932,13900,13899,0,0,-70,0,0,0,62,65,10,0,92,179.29,0,-1,7,-999,-1,0,0,0,,,,,,,,,
144,1783015615039,14007,14006,0,0,-70,0,0,0,62,65,10,0,92,179.11,0,0,6,-998,-1,0,0,0,,,,,,,,,
145,1783015615073,14041,14040,0,0,-70,0,0,0,62,65,10,0,92,179.42,0,0,7,-1000,-1,0,0,0,,,,,,,,,
146,1783015615163,14131,14131,0,0,-70,0,0,0,62,65,10,0,92,179.28,0,0,7,-999,-1,0,0,0,,,,,,,,,
147,1783015615275,14243,14243,0,0,-70,0,0,0,62,65,10,0,92,179.14,0,0,6,-999,-1,0,0,0,,,,,,,,,
148,1783015615349,14317,14317,0,0,-70,0,0,0,62,65,10,0,92,179.43,0,0,7,-999,-1,0,0,0,,,,,,,,,
149,1783015615386,14354,14354,0,0,-70,0,0,0,62,65,10,0,92,179.23,0,0,6,-999,-1,0,0,0,,,,,,,,,
150,1783015615500,14468,14467,0,0,-70,0,0,0,62,65,10,0,92,179.27,0,-1,6,-1000,-1,0,0,0,,,,,,,,,
151,1783015615573,14541,14541,0,0,-70,0,0,0,62,65,10,0,92,179.28,0,0,6,-1001,-1,0,0,0,,,,,,,,,
152,1783015615664,14632,14632,0,0,-70,0,0,0,62,65,10,0,92,179.29,0,-1,6,-998,-1,0,0,0,,,,,,,,,
153,1783015615774,14742,14742,0,0,-70,0,0,0,62,65,10,0,92,179.53,0,-1,8,-1000,-1,0,0,0,,,,,,,,,
154,1783015615891,14859,14859,0,0,-70,0,0,0,62,65,10,0,92,179.57,0,0,8,-1001,-1,0,0,0,,,,,,,,,
155,1783015615961,14929,14929,0,0,-70,0,0,0,62,65,10,0,92,179.34,0,0,7,-998,-1,0,0,0,,,,,,,,,
156,1783015616050,15018,15017,0,0,-70,0,0,0,62,65,10,0,92,179.28,0,0,6,-1003,-1,0,0,0,,,,,,,,,
157,1783015616155,15123,15122,0,0,-70,0,0,0,62,65,10,0,92,179.22,0,0,7,-999,-1,0,0,0,,,,,,,,,
158,1783015616260,15228,15228,0,0,-70,0,0,0,63,65,10,0,92,179.35,0,0,7,-998,-1,0,0,0,,,,,,,,,
159,1783015616383,15351,15351,0,0,-70,0,0,0,63,65,10,0,92,179.46,0,0,7,-1001,-1,0,0,0,,,,,,,,,
160,1783015616429,15397,15397,0,0,-70,0,0,0,63,65,10,0,92,179.14,0,-1,6,-1001,-1,0,0,0,,,,,,,,,
161,1783015616504,15472,15472,0,0,-70,0,0,0,63,65,10,0,92,179.37,0,0,6,-999,-1,0,0,0,,,,,,,,,
162,1783015616608,15576,15575,0,0,-70,0,0,0,63,65,10,0,92,179.5,0,0,6,-1000,-1,0,0,0,,,,,,,,,
163,1783015616714,15682,15682,0,0,-70,0,0,0,63,65,10,0,92,179.34,0,0,5,-998,-1,0,0,0,,,,,,,,,
164,1783015616823,15791,15791,0,0,-70,0,0,0,63,65,10,0,92,179.41,0,0,7,-996,-1,0,0,0,,,,,,,,,
165,1783015616938,15906,15906,0,0,-70,0,0,0,63,65,10,0,92,179.19,0,0,6,-1000,-1,0,0,0,,,,,,,,,
166,1783015617020,15988,15988,0,0,-70,0,0,0,63,65,10,0,92,179.2,0,0,5,-998,-1,0,0,0,,,,,,,,,
167,1783015617116,16084,16083,0,0,-70,0,0,0,63,65,10,0,92,179.27,0,-1,7,-998,-1,0,0,0,,,,,,,,,
168,1783015617208,16176,16176,0,0,-70,0,0,0,63,65,10,0,92,178.97,0,0,7,-999,-1,0,0,0,,,,,,,,,
169,1783015617312,16280,16279,0,0,-70,0,0,0,63,65,10,0,92,179.49,0,0,6,-999,-1,0,0,0,,,,,,,,,
170,1783015617420,16388,16388,0,0,-70,0,0,0,63,65,10,0,92,179.4,0,0,7,-999,-1,0,0,0,,,,,,,,,
171,1783015617498,16466,16466,0,0,-70,0,0,0,63,65,10,0,91,179.28,0,0,7,-998,-1,0,0,0,,,,,,,,,
172,1783015617599,16567,16567,0,0,-70,0,0,0,63,65,10,0,91,179.45,0,0,6,-998,-1,0,0,0,,,,,,,,,
173,1783015617692,16660,16660,0,0,-70,0,0,0,63,65,10,0,91,179.16,0,0,5,-1000,-1,0,0,0,,,,,,,,,
174,1783015617792,16760,16760,0,0,-70,0,0,0,63,65,10,0,91,179.63,0,1,7,-997,-1,0,0,0,,,,,,,,,
175,1783015617893,16861,16860,0,0,-70,0,0,0,63,65,10,0,91,179.6,0,0,7,-997,-1,0,0,0,,,,,,,,,
176,1783015617993,16961,16961,0,0,-70,0,0,0,63,65,10,0,91,179.34,0,0,7,-998,-1,0,0,0,,,,,,,,,
177,1783015618135,17103,17102,0,0,-70,0,0,0,63,65,10,0,91,179.59,0,0,6,-1001,-1,0,0,0,,,,,,,,,
178,1783015618248,17216,17216,0,0,-70,0,0,0,62,66,10,0,91,179.36,0,0,8,-1000,-1,0,0,0,,,,,,,,,
179,1783015618318,17286,17285,0,0,-70,0,0,0,62,66,10,0,91,179.29,0,0,5,-1000,-1,0,0,0,,,,,,,,,
180,1783015618342,17310,17309,0,0,-70,0,0,0,62,66,10,0,91,179.52,0,0,7,-996,-1,0,0,0,,,,,,,,,
181,1783015618441,17409,17409,0,0,-70,0,0,0,62,66,10,0,91,179.13,0,-1,6,-1000,-1,0,0,0,,,,,,,,,
182,1783015618543,17511,17510,0,0,-70,0,0,0,62,66,10,0,91,179.31,0,-1,8,-998,-1,0,0,0,,,,,,,,,
183,1783015618640,17608,17608,0,0,-70,0,0,0,62,66,10,0,91,179.05,0,0,6,-1000,-1,0,0,0,,,,,,,,,
184,1783015618740,17708,17708,0,0,-70,0,0,0,62,66,10,0,91,179.35,0,0,7,-1002,-1,0,0,0,,,,,,,,,
185,1783015618840,17808,17807,0,0,-70,0,0,0,62,66,10,0,91,179.35,0,0,6,-999,-1,0,0,0,,,,,,,,,
186,1783015618942,17910,17909,0,0,-70,0,0,0,62,66,10,0,91,179.52,0,0,7,-996,-1,0,0,0,,,,,,,,,
187,1783015619050,18018,18018,0,0,-70,0,0,0,62,66,10,0,91,179.03,0,0,8,-1000,-1,0,0,0,,,,,,,,,
188,1783015619148,18116,18116,0,0,-70,0,0,0,63,66,10,0,91,179.1,0,0,7,-999,-1,0,0,0,,,,,,,,,
189,1783015619259,18227,18226,0,0,-70,0,0,0,63,66,10,0,91,179.22,0,0,6,-999,-1,0,0,0,,,,,,,,,
190,1783015619351,18319,18319,0,0,-70,0,0,0,63,66,10,0,91,179.24,0,0,7,-1000,-1,0,0,0,,,,,,,,,
