test_id,scenario,notes,run_mode,elapsed_ms,attempt,command_samples,command_successes,command_failures,command_latency_ms_avg,command_latency_ms_min,command_latency_ms_max,last_command_latency_ms,last_command_elapsed_ms,last_command_age_ms,command_attempt_count,command_retry_count,command_timeout_count,command_client_total_ms,command_ensure_sdk_ms,command_executor_total_ms,command_send_ms,command_recv_wait_ms,command_parse_ms,command_executor_recv_wait_total_ms,command_executor_internal_total_ms,command_recovery_ms,command_executor_calls,command_recovery_count,last_command,last_response,last_command_result,command_source,command_executor_last_error,command_executor_attempt_log,command_internal_attempt_log,telemetry_packets_total,telemetry_packets_valid,telemetry_packets_invalid,telemetry_timeouts,telemetry_errors,telemetry_hz_instant,telemetry_hz_ema,telemetry_age_ms,telemetry_interarrival_ms,telemetry_max_interarrival_ms,telemetry_last_gap_ms,telemetry_last_gap_sequence,telemetry_gap_events_300ms,telemetry_gap_events_500ms,telemetry_gap_events_1000ms,telemetry_quality,telemetry_quality_score,telemetry_state_available,telemetry_h,telemetry_tof,telemetry_baro,telemetry_vgz,telemetry_bat,telemetry_templ,telemetry_temph,video_packets_total,video_bytes_total,video_timeouts,video_errors,video_pps_instant,video_pps_ema,video_age_ms,video_packet_delta,video_interarrival_ms,video_max_interarrival_ms,video_last_gap_ms,video_last_gap_sequence,video_gap_events_300ms,video_gap_events_500ms,video_gap_events_1000ms,video_quality,video_quality_score,link_quality,link_quality_score,link_safe_for_nonzero_rc,link_quality_reason,link_telemetry_quality,link_video_quality,link_command_quality,link_rc_quality,rc_packet_gap_ms,rc_expected_period_ms,rc_blackout_count,rc_last_nonzero_age_ms,rc_safety_override_active,nal_packets_in,nal_bytes_in,nal_units,nal_sps,nal_pps,nal_idr,nal_non_idr,nal_other,nal_decode_gated,nal_resyncs,nal_buffered_bytes,decoder_nals_in,decoder_packets_sent,decoder_frames_decoded,decoder_errors,decoder_fps_ema,frame_width,frame_height,keyframes,paused,overlay_enabled,recovery_attempted,recovery_result,recovery_hard,recovery_stage,recovery_command_channel_available,event,log_timestamp,log_message,connection_state,last_outage_failures,plot_metric,state_sequence_delta,state_receiver_running,rc_stream_active,rc_left_right,rc_forward_back,rc_up_down,rc_yaw,keepalive_running,auto_refresh_active,critical_command_active,pause_keepalive_ms,neutral_rc_ms,critical_command_ms,gui_vision_tick_delay_ms,gui_state_tick_delay_ms,vision_refresh_duration_ms,state_refresh_duration_ms,frame_convert_ms,frame_scale_ms,plot_paint_ms,vision_frame_mutex_wait_ms,state_history_fetch_ms,command_mutex_wait_ms,ui_frames_converted,ui_frames_dropped,ui_frames_displayed,plot_samples_displayed,keepalive_tick_total,keepalive_success_total,keepalive_failure_total,keepalive_skipped_busy_total,keepalive_skipped_uninitialized_total,keepalive_last_command,keepalive_last_response,keepalive_last_result,keepalive_last_latency_ms,keepalive_last_success_age_ms,keepalive_last_tick_age_ms
,gui,,CONTROL_PANEL,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,123,123,0,0,0,10.8137,11.4354,30,92,144,0,0,0,0,0,OK,100,1,0,10,166.32,0,100,56,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:16.322,recording started | gui_csv=ON | state_recording=ON,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,124,250,0,0,0,0,0,0,0,0,0,0,0,123,2,2,0,0,0,battery?,100,OK,23,1727,1727
,gui,,CONTROL_PANEL,0,2,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,123,123,0,0,0,10.8137,11.4354,30,92,144,0,0,0,0,0,OK,100,1,0,10,166.32,0,100,56,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,logging:start,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,124,250,0,0,0,0,0,0,0,0,0,0,0,123,2,2,0,0,0,battery?,100,OK,23,1727,1727
,gui,,CONTROL_PANEL,838,3,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,132,132,0,0,0,10.8788,10.9673,42,91,144,0,0,0,0,0,OK,100,1,0,10,166.15,0,100,56,59,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:17.154,panel switched to Operation,CONNECTED,0,pitch,9,1,0,0,0,0,0,1,0,0,0,0,0,124,250,0,0,0,0,0,0,0,0,0,0,0,131,2,2,0,0,0,battery?,100,OK,23,2565,2565
,gui,,CONTROL_PANEL,3180,4,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,158,158,0,0,0,10.7222,11.0994,42,93,144,0,0,0,0,0,OK,100,1,0,10,166.09,0,100,57,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:19.501,takeoff confirmed by user,CONNECTED,0,pitch,26,1,0,0,0,0,0,1,0,0,0,0,0,125,249,0,0,0,0,0,0,0,0,0,0,0,156,2,2,0,0,0,battery?,100,OK,23,4907,4907
,gui,,CONTROL_PANEL,3180,5,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,158,158,0,0,0,10.7222,11.0994,43,93,144,0,0,0,0,0,OK,100,1,0,10,166.09,0,100,57,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,critical-command:begin:takeoff,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,1,0,0,0,125,249,0,0,0,0,0,0,0,0,0,0,0,156,2,2,0,0,0,battery?,100,OK,23,4907,4907
,gui,,CONTROL_PANEL,3181,6,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,158,158,0,0,0,10.7222,11.0994,43,93,144,0,0,0,0,0,OK,100,1,0,10,166.09,0,100,57,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:19.502,sdk keepalive remains running; cooperative loop skips ticks while command channel is busy,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,1,0,0,0,125,249,0,0,0,0,0,0,0,0,0,0,0,156,2,2,0,0,0,battery?,100,OK,23,4907,4907
,gui,,CONTROL_PANEL,3182,7,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,158,158,0,0,0,10.7222,11.0994,44,93,144,0,0,0,0,0,OK,100,1,0,10,166.09,0,100,57,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:19.503,rc neutral preflight skipped (takeoff): RC stream was inactive and sliders were already zero,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,1,0,0,0,124,249,0,0,0,0,0,0,0,0,0,0,0,156,2,2,0,0,0,battery?,100,OK,23,4908,4908
,gui,,CONTROL_PANEL,3182,8,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,158,158,0,0,0,10.7222,11.0994,44,93,144,0,0,0,0,0,OK,100,1,0,10,166.09,0,100,57,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,rc-neutral:skipped:takeoff,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,1,0,0,0,124,249,0,0,0,0,0,0,0,0,0,0,0,156,2,2,0,0,0,battery?,100,OK,23,4908,4908
,gui,,CONTROL_PANEL,3182,9,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,158,158,0,0,0,10.7222,11.0994,45,93,144,0,0,0,0,0,OK,100,1,0,10,166.09,0,100,57,58,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:19.504,takeoff queued on command worker,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,1,0,0,0,124,249,0,0,0,0,0,0,0,0,0,0,0,156,2,2,0,0,0,battery?,100,OK,23,4909,4909
,gui,,CONTROL_PANEL,5006,10,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,178,178,0,0,0,10.2861,10.4599,0,97,144,0,0,0,0,0,OK,100,1,70,64,166.84,-1,100,57,60,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK,0,,0,log,2026-07-04T22:33:21.327,takeoff => TIMEOUT | state=CONNECTED,CONNECTED,0,pitch,20,1,0,0,0,0,0,1,0,1,0,0,1822,124,250,0,0,0,0,0,0,0,0,0,0,0,177,2,2,0,1,0,battery?,100,OK,23,6732,6732
