test_id,scenario,notes,run_mode,elapsed_ms,attempt,command_samples,command_successes,command_failures,command_latency_ms_avg,command_latency_ms_min,command_latency_ms_max,last_command_latency_ms,command_attempt_count,command_retry_count,command_timeout_count,command_client_total_ms,command_ensure_sdk_ms,command_executor_total_ms,command_send_ms,command_recv_wait_ms,command_parse_ms,command_executor_recv_wait_total_ms,command_executor_internal_total_ms,command_recovery_ms,command_executor_calls,command_recovery_count,last_command,last_response,last_command_result,command_source,command_executor_last_error,command_executor_attempt_log,command_internal_attempt_log,telemetry_packets_total,telemetry_packets_valid,telemetry_packets_invalid,telemetry_timeouts,telemetry_errors,telemetry_hz_instant,telemetry_hz_ema,telemetry_age_ms,telemetry_interarrival_ms,telemetry_max_interarrival_ms,telemetry_last_gap_ms,telemetry_last_gap_sequence,telemetry_gap_events_300ms,telemetry_gap_events_500ms,telemetry_gap_events_1000ms,telemetry_quality,telemetry_quality_score,telemetry_state_available,telemetry_h,telemetry_tof,telemetry_baro,telemetry_vgz,telemetry_bat,telemetry_templ,telemetry_temph,video_packets_total,video_bytes_total,video_timeouts,video_errors,video_pps_instant,video_pps_ema,video_age_ms,video_packet_delta,video_interarrival_ms,video_max_interarrival_ms,video_last_gap_ms,video_last_gap_sequence,video_gap_events_300ms,video_gap_events_500ms,video_gap_events_1000ms,video_quality,video_quality_score,nal_packets_in,nal_bytes_in,nal_units,nal_sps,nal_pps,nal_idr,nal_non_idr,nal_other,nal_decode_gated,nal_resyncs,nal_buffered_bytes,decoder_nals_in,decoder_packets_sent,decoder_frames_decoded,decoder_errors,decoder_fps_ema,frame_width,frame_height,keyframes,paused,overlay_enabled,recovery_attempted,recovery_result,recovery_hard,recovery_stage,recovery_command_channel_available,event,log_timestamp,log_message,connection_state,last_outage_failures,plot_metric,state_sequence_delta,state_receiver_running,rc_stream_active,rc_left_right,rc_forward_back,rc_up_down,rc_yaw,keepalive_running,auto_refresh_active,critical_command_active,pause_keepalive_ms,neutral_rc_ms,critical_command_ms,gui_vision_tick_delay_ms,gui_state_tick_delay_ms,vision_refresh_duration_ms,state_refresh_duration_ms,frame_convert_ms,frame_scale_ms,plot_paint_ms,vision_frame_mutex_wait_ms,state_history_fetch_ms,command_mutex_wait_ms,ui_frames_converted,ui_frames_dropped,ui_frames_displayed,plot_samples_displayed,keepalive_tick_total,keepalive_success_total,keepalive_failure_total,keepalive_skipped_busy_total,keepalive_skipped_uninitialized_total,keepalive_last_command,keepalive_last_response,keepalive_last_result,keepalive_last_latency_ms,keepalive_last_success_age_ms,keepalive_last_tick_age_ms
,gui,,CONTROL_PANEL,113583,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2643,2643,0,45,0,10.4686,10.8861,65,95,46822,315,2400,28,8,1,OK,100,1,80,114,169.76,-1,59,78,80,7189,42942938,0,0,0,33.4384,6,32,-1,0,0,0,0,0,0,OK,100,7189,42942938,7162,0,0,0,0,0,0,0,0,0,0,7162,3,33.4384,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,-25,25,0,0,0,0,0,0,0,125,249,1,0,0,0,1,0,0,0,1730,5432,1670,300,3,3,0,0,0,battery?,91,OK,36,168957,168957
,gui,,CONTROL_PANEL,114708,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2655,2655,0,45,0,10.5042,10.5229,43,95,46822,315,2400,28,8,1,OK,100,1,100,128,170,-1,59,78,81,7225,43092886,0,0,0,32.9662,1,36,-1,0,0,0,0,0,0,OK,100,7225,43092886,7198,0,0,0,0,0,0,0,0,0,0,7198,3,32.9662,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,12,1,1,0,0,25,0,0,0,0,0,0,0,125,250,1,0,0,0,1,0,0,0,1739,5459,1679,300,3,3,0,0,0,battery?,91,OK,36,170082,170082
,gui,,CONTROL_PANEL,115832,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2665,2665,0,45,0,123.624,142.512,6,8,46822,390,2656,29,8,1,OK,100,1,110,135,170.07,0,59,78,81,7240,43159137,0,0,0,90.2868,1,15,-1,0,0,0,0,0,0,OK,100,7240,43159137,7213,0,0,0,0,0,0,0,0,0,0,7213,3,90.2868,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,10,1,1,0,0,25,0,0,0,0,0,0,0,124,249,1,0,0,0,1,0,0,0,1744,5469,1684,300,3,3,0,0,0,battery?,91,OK,36,171206,171206
,gui,,CONTROL_PANEL,116958,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2679,2679,0,45,0,10.1709,73.7376,18,98,46822,390,2656,29,8,1,OK,100,1,120,153,170.08,-1,59,79,81,7293,43380167,0,0,0,32.2934,19,53,-1,0,0,0,0,0,0,OK,100,7293,43380167,7266,0,0,0,0,0,0,0,0,0,0,7266,3,32.2934,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,14,1,1,0,-25,25,0,0,0,0,0,0,0,125,249,1,0,0,0,1,0,0,0,1753,5513,1692,300,3,3,0,0,0,battery?,91,OK,36,172332,172332
,gui,,CONTROL_PANEL,118082,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2690,2690,0,45,0,10.4888,15.8265,82,95,46822,390,2656,29,8,1,OK,100,1,140,168,170.26,0,58,78,81,7329,43530153,0,0,0,32.037,6,36,-1,0,0,0,0,0,0,OK,100,7329,43530153,7302,0,0,0,0,0,0,0,0,0,0,7302,3,32.037,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,0,-25,0,0,0,0,0,0,0,124,250,1,0,0,0,1,0,0,0,1762,5540,1701,300,3,3,0,0,0,battery?,91,OK,36,173456,173456
,gui,,CONTROL_PANEL,119083,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2701,2701,0,45,0,10.2994,12.0864,16,97,46822,390,2656,29,8,1,OK,100,1,130,164,170.11,1,58,78,80,7360,43659324,0,0,0,39.4978,45,31,-1,0,0,0,0,0,0,OK,100,7360,43659324,7333,0,0,0,0,0,0,0,0,0,0,7333,3,39.4978,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,0,-25,0,0,0,0,0,0,0,125,250,0,0,0,0,1,0,0,0,1769,5564,1707,300,3,3,0,0,0,battery?,91,OK,36,174457,174457
,gui,,CONTROL_PANEL,120208,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2713,2713,0,45,0,9.81033,11.4271,26,101,46822,390,2656,29,8,1,OK,100,1,120,154,170.12,1,58,79,82,7396,43809368,0,0,0,36.2992,13,36,-1,0,0,0,0,0,0,OK,100,7396,43809368,7369,0,0,0,0,0,0,0,0,0,0,7369,3,36.2992,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,12,1,1,0,0,-25,0,0,0,0,0,0,0,124,249,1,0,0,0,1,0,0,0,1778,5591,1716,300,3,3,0,0,0,battery?,91,OK,36,175582,175582
,gui,,CONTROL_PANEL,121332,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2724,2724,0,45,0,10.8439,10.5432,92,92,46822,390,2656,29,8,1,OK,100,1,110,140,170.05,1,58,79,81,7432,43959399,0,0,0,32.8842,3,36,-1,0,0,0,0,0,0,OK,100,7432,43959399,7405,0,0,0,0,0,0,0,0,0,0,7405,3,32.8842,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,0,-25,0,0,0,0,0,0,0,124,249,1,0,0,0,1,0,0,0,1787,5618,1725,300,3,3,0,0,0,battery?,91,OK,36,176707,176707
,gui,,CONTROL_PANEL,122333,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2735,2735,0,45,0,10.3031,10.3665,30,97,46822,390,2656,29,8,1,OK,100,1,100,125,169.89,1,58,79,81,7463,44088590,0,0,0,32.1165,24,31,-1,0,0,0,0,0,0,OK,100,7463,44088590,7436,0,0,0,0,0,0,0,0,0,0,7436,3,32.1165,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,0,0,0,0,0,0,0,0,0,125,249,1,0,0,0,1,0,0,0,1795,5641,1733,300,3,3,0,0,0,battery?,91,OK,36,177707,177707
,gui,,CONTROL_PANEL,123333,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2746,2746,0,45,0,10.0914,11.4578,5,99,46822,390,2656,29,8,1,OK,100,1,90,120,169.59,0,57,78,81,7495,44222008,0,0,0,30.8607,1,32,-1,0,0,0,0,0,0,OK,100,7495,44222008,7468,0,0,0,0,0,0,0,0,0,0,7468,3,30.8607,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,0,0,0,0,0,0,0,0,0,125,249,1,0,0,0,1,0,0,0,1804,5664,1741,300,3,3,0,0,0,battery?,91,OK,36,178707,178707
,gui,,CONTROL_PANEL,124457,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2755,2755,0,45,0,6.63173,9.84856,183,150,46822,390,2656,29,8,1,OK,100,1,90,121,169.51,0,57,79,81,7524,44341472,0,0,0,81.0678,171,29,-1,0,0,0,0,0,0,OK,100,7524,44341472,7497,0,0,0,0,0,0,0,0,0,0,7497,3,81.0678,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,9,1,1,0,0,0,0,0,0,0,0,0,0,125,250,1,0,0,0,1,0,0,0,1811,5686,1749,300,3,3,0,0,0,battery?,91,OK,36,179832,179832
,gui,,CONTROL_PANEL,125457,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2767,2767,0,45,0,10.0259,105.242,42,99,46822,390,2656,29,8,1,OK,100,1,90,122,169.68,0,57,79,81,7560,44489070,0,0,0,36.1392,17,36,-1,0,0,0,0,0,0,OK,100,7560,44489070,7533,0,0,0,0,0,0,0,0,0,0,7533,3,36.1392,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,12,1,1,0,0,-25,0,0,0,0,0,0,0,124,249,1,0,0,0,1,0,0,0,1819,5714,1756,300,3,3,0,0,0,battery?,91,OK,36,180832,180832
,gui,,CONTROL_PANEL,126583,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2778,2778,0,45,0,10.0537,18.2436,76,99,46822,390,2656,29,8,1,OK,100,1,70,100,169.76,1,57,79,82,7595,44634795,0,0,0,31.1169,3,35,-1,0,0,0,0,0,0,OK,100,7595,44634795,7568,0,0,0,0,0,0,0,0,0,0,7568,3,31.1169,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,1,0,0,0,0,0,0,0,0,0,0,125,249,1,0,0,0,1,0,0,0,1828,5740,1765,300,3,3,0,0,0,battery?,91,OK,36,181957,181957
,gui,,CONTROL_PANEL,127708,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2790,2790,0,45,0,10.0788,10.6406,8,99,46822,390,2656,29,8,1,OK,100,1,70,97,169.67,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,12,1,1,0,0,0,0,0,0,0,0,0,0,125,250,1,0,0,0,1,0,0,0,1838,5765,1774,300,3,3,0,0,0,battery?,91,OK,36,183082,183082
,gui,,CONTROL_PANEL,128027,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2793,2793,0,45,0,10.4077,11.6054,79,96,46822,390,2656,29,8,1,OK,100,1,70,99,169.8,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,critical-command:begin:land,,,CONNECTED,0,pitch,3,1,1,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1840,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183401,183401
,gui,,CONTROL_PANEL,128029,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2793,2793,0,45,0,10.4077,11.6054,80,96,46822,390,2656,29,8,1,OK,100,1,70,99,169.8,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:32:55.189,sdk keepalive remains running; cooperative loop skips ticks while command channel is busy,CONNECTED,0,pitch,0,1,1,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1840,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183403,183403
,gui,,CONTROL_PANEL,128065,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,2794,2794,0,45,0,9.83834,11.252,15,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:32:55.226,rc stream neutralized no-wait (land) => OK,CONNECTED,0,pitch,1,1,0,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1841,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183440,183440
,gui,,CONTROL_PANEL,128066,128,1,1,0,0,0,0,0,1,0,1,730,0,730,0,730,0,730,730,0,1,0,rc 0 0 0 0,no_wait,OK,preflight,,no_wait|send=OK,executor_call=1|command=takeoff|result=TIMEOUT|response=|elapsed_ms=730|timing_total_ms=730|recv_wait_ms=730|attempt_log=[attempt=1|send=OK|raw=|result=TIMEOUT],2794,2794,0,45,0,9.83834,11.252,15,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,command:preflight,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1841,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183440,183440
,gui,,CONTROL_PANEL,128066,129,1,1,0,0,0,0,0,1,0,1,730,0,730,0,730,0,730,730,0,1,0,rc 0 0 0 0,no_wait,OK,preflight,,no_wait|send=OK,executor_call=1|command=takeoff|result=TIMEOUT|response=|elapsed_ms=730|timing_total_ms=730|recv_wait_ms=730|attempt_log=[attempt=1|send=OK|raw=|result=TIMEOUT],2794,2794,0,45,0,9.83834,11.252,16,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:32:55.227,land queued on command worker,CONNECTED,0,pitch,0,1,0,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1841,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183440,183440
,gui,,CONTROL_PANEL,128067,130,1,1,0,0,0,0,0,1,0,1,730,0,730,0,730,0,730,730,0,1,0,rc 0 0 0 0,no_wait,OK,preflight,,no_wait|send=OK,executor_call=1|command=takeoff|result=TIMEOUT|response=|elapsed_ms=730|timing_total_ms=730|recv_wait_ms=730|attempt_log=[attempt=1|send=OK|raw=|result=TIMEOUT],2794,2794,0,45,0,9.83834,11.252,17,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:32:55.228,"land => OK | response=""ok"" | state=CONNECTED",CONNECTED,0,pitch,0,1,0,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1841,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183441,183441
,gui,,CONTROL_PANEL,128067,131,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2794,2794,0,45,0,9.83834,11.252,17,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,command:manual,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1841,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183441,183441
,gui,,CONTROL_PANEL,128067,132,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2794,2794,0,45,0,9.83834,11.252,17,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,critical-command:end:land,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,0,0,1,0,0,0,124,250,1,0,0,0,1,0,0,0,1841,5772,1777,300,3,3,0,0,0,battery?,91,OK,36,183441,183441
,gui,,CONTROL_PANEL,128083,133,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2794,2794,0,45,0,9.83834,11.252,33,101,46822,390,2656,29,8,1,OK,100,1,70,100,169.58,0,57,79,82,7630,44780725,0,0,0,39.3446,11,35,-1,0,0,0,0,0,0,OK,100,7630,44780725,7603,0,0,0,0,0,0,0,0,0,0,7603,3,39.3446,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:32:55.244,sdk keepalive restart (vision) => OK,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,125,250,1,0,0,0,1,0,0,0,1841,5773,1777,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,128832,134,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2801,2801,0,45,0,329.328,97.1056,12,3,46822,390,2656,29,8,1,OK,100,1,70,100,169.43,0,57,79,81,7659,44901248,0,0,0,103.09,5,29,-1,0,0,0,0,0,0,OK,100,7659,44901248,7632,0,0,0,0,0,0,0,0,0,0,7632,3,103.09,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,7,1,0,0,0,0,0,1,0,0,0,0,0,124,249,1,0,0,0,1,0,0,0,1845,5787,1781,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,129833,135,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2812,2812,0,45,0,12.184,25.1253,33,82,46822,390,2656,29,8,1,OK,100,1,30,53,169.19,5,57,79,82,7695,45051560,0,0,0,38.0717,1,36,-1,0,0,0,0,0,0,OK,100,7695,45051560,7668,0,0,0,0,0,0,0,0,0,0,7668,3,38.0717,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,0,0,0,0,0,1,0,0,0,0,0,125,250,1,0,0,0,1,0,0,0,1853,5815,1789,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,130833,136,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2822,2822,0,45,0,10.3489,11.9514,67,96,46822,390,2656,29,8,1,OK,100,1,-10,10,164.89,3,57,79,82,7726,45180527,0,0,0,32.6321,21,31,-1,0,0,0,0,0,0,OK,100,7726,45180527,7699,0,0,0,0,0,0,0,0,0,0,7699,3,32.6321,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,10,1,0,0,0,0,0,1,0,0,0,0,0,125,249,1,0,0,0,1,0,0,0,1861,5838,1797,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,131840,137,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2833,2833,0,45,0,10.4227,12.2348,66,95,46822,390,2656,29,8,1,OK,100,1,0,10,168.42,0,57,79,82,7758,45314297,0,0,0,33.2975,29,32,-1,0,0,0,0,0,0,OK,100,7758,45314297,7731,0,0,0,0,0,0,0,0,0,0,7731,3,33.2975,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,11,1,0,0,0,0,0,1,0,0,0,0,0,132,250,1,0,0,0,1,0,0,0,1869,5862,1805,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,131841,138,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2833,2833,0,45,0,10.4227,12.2348,68,95,46822,390,2656,29,8,1,OK,100,1,0,10,168.42,0,57,79,82,7758,45314297,0,0,0,33.2975,29,32,-1,0,0,0,0,0,0,OK,100,7758,45314297,7731,0,0,0,0,0,0,0,0,0,0,7731,3,33.2975,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:32:58.987,panel switched to Config,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,132,250,1,0,0,0,1,0,0,0,1869,5862,1806,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,132957,139,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2845,2845,0,45,0,10.4409,10.5617,34,95,46822,390,2656,29,8,1,OK,100,1,0,10,168.77,0,56,79,81,7794,45464004,0,0,0,32.3957,18,36,-1,0,0,0,0,0,0,OK,100,7794,45464004,7767,0,0,0,0,0,0,0,0,0,0,7767,3,32.3957,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,12,1,0,0,0,0,0,1,0,0,0,0,0,125,250,1,0,0,0,1,0,0,0,1878,5889,1814,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,134083,140,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2857,2857,0,45,0,10.5223,10.5754,9,95,46822,390,2656,29,8,1,OK,100,1,0,10,168.38,0,56,79,82,7830,45614023,0,0,0,32.6447,16,36,-1,0,0,0,0,0,0,OK,100,7830,45614023,7803,0,0,0,0,0,0,0,0,0,0,7803,3,32.6447,960,720,0,0,1,0,OK,0,,0,vision:ffmpeg_stream,,,CONNECTED,0,pitch,12,1,0,0,0,0,0,1,0,0,0,0,0,125,250,0,0,0,0,1,0,0,0,1887,5916,1823,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
,gui,,CONTROL_PANEL,134709,141,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,land,ok,OK,manual,,attempt=1|send=OK|raw=ok|parsed=OK,executor_call=1|command=land|result=OK|response=ok|elapsed_ms=0|timing_total_ms=0|recv_wait_ms=0|attempt_log=[attempt=1|send=OK|raw=ok|parsed=OK],2863,2863,0,45,0,10.4204,10.4744,61,95,46822,390,2656,29,8,1,OK,100,1,0,10,168.52,0,56,80,82,7830,45614023,0,0,0,32.6447,16,36,-1,0,0,0,0,0,0,OK,100,7830,45614023,7803,0,0,0,0,0,0,0,0,0,0,7803,3,32.6447,960,720,0,0,1,0,OK,0,,0,log,2026-07-04T21:33:01.868,recording stopped,CONNECTED,0,pitch,6,1,0,0,0,0,0,1,0,0,0,0,0,125,250,0,0,0,0,1,0,0,0,1892,5931,1829,300,0,0,0,0,0,battery?,,ERROR,0,-1,-1
