state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
0,1783377987518,0,0,-1,1,0,0,0,0,50,52,10,0,92,112.3,0,-17,-22,-1000,-1,0,0,0,,,,,,,,,
1,1783377987569,51,51,-1,1,0,0,0,0,50,52,10,0,92,112,0,-17,-23,-1001,-1,0,0,0,,,,,,,,,
2,1783377987670,152,151,-1,1,0,0,0,0,50,52,10,0,92,112.1,0,-15,-23,-998,-1,0,0,0,,,,,,,,,
3,1783377987771,253,252,-1,1,0,0,0,0,50,52,10,0,92,112.15,0,-18,-23,-998,-1,0,0,0,,,,,,,,,
4,1783377987872,354,353,-1,1,0,0,0,0,50,52,10,0,92,112.03,0,-17,-22,-1000,-1,0,0,0,,,,,,,,,
5,1783377987973,455,454,-1,1,0,0,0,0,50,52,10,0,92,112.19,0,-19,-21,-997,-1,0,0,0,,,,,,,,,
6,1783377988073,555,555,-1,1,0,0,0,0,50,52,10,0,92,111.95,0,-16,-22,-998,-1,0,0,0,,,,,,,,,
7,1783377988175,657,656,-1,1,0,0,0,0,50,52,10,0,92,112.27,0,-16,-21,-998,-1,0,0,0,,,,,,,,,
8,1783377988275,757,756,-1,1,0,0,0,0,50,52,10,0,92,112.08,0,-18,-22,-999,-1,0,0,0,,,,,,,,,
9,1783377988377,859,858,-1,1,0,0,0,0,50,52,10,0,92,112.12,0,-19,-23,-997,-1,0,0,0,,,,,,,,,
10,1783377988478,960,959,-1,1,0,0,0,0,50,52,10,0,92,112.06,0,-18,-23,-999,-1,0,0,0,,,,,,,,,
11,1783377988588,1070,1069,-1,1,0,0,0,0,50,52,10,0,92,112.26,0,-18,-23,-999,-1,0,0,0,,,,,,,,,
12,1783377988680,1162,1161,-1,1,0,0,0,0,50,52,10,0,92,111.94,0,-17,-22,-1000,-1,0,0,0,,,,,,,,,
13,1783377988776,1258,1257,-1,1,0,0,0,0,50,52,10,0,92,111.83,0,-17,-23,-1002,-1,0,0,0,,,,,,,,,
14,1783377988877,1359,1358,-1,1,0,0,0,0,50,52,10,0,92,112.27,0,-18,-21,-999,-1,0,0,0,,,,,,,,,
15,1783377988978,1460,1459,-1,1,0,0,0,0,50,53,10,0,92,112.06,0,-16,-24,-998,-1,0,0,0,,,,,,,,,
16,1783377989078,1560,1560,-1,1,0,0,0,0,50,53,10,0,92,112.07,0,-18,-21,-997,-1,0,0,0,,,,,,,,,
17,1783377989179,1661,1661,-1,1,0,0,0,0,50,53,10,0,92,112.07,0,-17,-23,-998,-1,0,0,0,,,,,,,,,
18,1783377989280,1762,1761,-1,1,0,0,0,0,50,53,10,0,92,112.03,0,-16,-22,-1000,-1,0,0,0,,,,,,,,,
19,1783377989381,1863,1862,-1,1,0,0,0,0,50,53,10,0,92,112.06,0,-18,-24,-1001,-1,0,0,0,,,,,,,,,
20,1783377989482,1964,1963,-1,1,0,0,0,0,50,53,10,0,92,111.96,0,-20,-24,-996,-1,0,0,0,,,,,,,,,
21,1783377989583,2065,2064,-1,1,0,0,0,0,50,53,10,0,92,112.1,0,-18,-21,-1000,-1,0,0,0,,,,,,,,,
22,1783377989684,2166,2165,-1,1,0,0,0,0,50,53,10,0,92,112.16,0,-17,-24,-998,-1,0,0,0,,,,,,,,,
23,1783377989785,2267,2266,-1,1,0,0,0,0,50,53,10,0,92,112.06,0,-15,-22,-996,-1,0,0,0,,,,,,,,,
24,1783377989886,2368,2367,-1,1,0,0,0,0,50,53,10,0,92,112.24,0,-17,-22,-1001,-1,0,0,0,,,,,,,,,
25,1783377989986,2468,2468,-1,1,0,0,0,0,51,52,10,0,92,112.05,0,-17,-20,-998,-1,0,0,0,,,,,,,,,
26,1783377990037,2519,2518,-1,1,0,0,0,0,51,52,10,0,92,112.37,0,-18,-22,-998,-1,0,0,0,,,,,,,,,
27,1783377990138,2620,2619,-1,1,0,0,0,0,51,52,10,0,92,111.9,0,-18,-22,-999,-1,0,0,0,,,,,,,,,
28,1783377990239,2721,2720,-1,1,0,0,0,0,51,52,10,0,92,111.87,0,-17,-23,-998,-1,0,0,0,,,,,,,,,
29,1783377990339,2821,2821,-1,1,0,0,0,0,51,52,10,0,92,111.99,0,-18,-21,-1001,-1,0,0,0,,,,,,,,,
30,1783377990440,2922,2921,-1,1,0,0,0,0,51,52,10,0,92,111.96,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
31,1783377990542,3024,3023,-1,1,0,0,0,0,51,52,10,0,92,112.17,0,-19,-22,-1001,-1,0,0,0,,,,,,,,,
32,1783377990642,3124,3123,-1,1,0,0,0,0,51,52,10,0,92,112.11,0,-16,-24,-998,-1,0,0,0,,,,,,,,,
33,1783377990743,3225,3224,-1,1,0,0,0,0,51,52,10,0,92,112.3,0,-18,-23,-999,-1,0,0,0,,,,,,,,,
34,1783377990844,3326,3325,-1,1,0,0,0,0,51,52,10,0,92,111.93,0,-17,-21,-998,-1,0,0,0,,,,,,,,,
35,1783377990945,3427,3426,-1,1,0,0,0,0,50,53,10,0,92,111.93,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
36,1783377991051,3533,3532,-1,1,0,0,0,0,50,53,10,0,92,112.22,0,-18,-21,-1000,-1,0,0,0,,,,,,,,,
37,1783377991152,3634,3634,-1,1,0,0,0,0,50,53,10,0,92,112.26,0,-16,-21,-999,-1,0,0,0,,,,,,,,,
38,1783377991248,3730,3729,-1,1,0,0,0,0,50,53,10,0,92,112.03,0,-16,-19,-999,-1,0,0,0,,,,,,,,,
39,1783377991348,3830,3829,-1,1,0,0,0,0,50,53,10,0,92,112.2,0,-16,-22,-1002,-1,0,0,0,,,,,,,,,
40,1783377991449,3931,3930,-1,1,0,0,0,0,50,53,10,0,92,111.91,0,-19,-21,-1000,-1,0,0,0,,,,,,,,,
41,1783377991550,4032,4031,-1,1,0,0,0,0,50,53,10,0,92,112.17,0,-17,-22,-1002,-1,0,0,0,,,,,,,,,
42,1783377991651,4133,4132,-1,1,0,0,0,0,50,53,10,0,92,111.93,0,-19,-24,-1003,-1,0,0,0,,,,,,,,,
43,1783377991752,4234,4233,-1,1,0,0,0,0,50,53,10,0,92,112.15,0,-13,-16,-1000,-1,0,0,0,,,,,,,,,
44,1783377991852,4334,4334,-1,1,0,0,0,0,50,53,10,0,92,112.22,0,-14,-19,-995,-1,0,0,0,,,,,,,,,
45,1783377991953,4435,4434,-1,1,0,0,0,0,51,53,10,0,92,111.78,0,-17,-22,-997,-1,0,0,0,,,,,,,,,
46,1783377992054,4536,4535,-1,1,0,0,0,0,51,53,10,0,92,112.18,0,-14,-19,-999,-1,0,0,0,,,,,,,,,
47,1783377992155,4637,4636,-1,1,0,0,0,0,51,53,10,0,92,112.03,0,-18,-22,-996,-1,0,0,0,,,,,,,,,
48,1783377992256,4738,4737,-1,1,0,0,0,0,51,53,10,0,92,111.95,0,-17,-21,-1001,-1,0,0,0,,,,,,,,,
49,1783377992357,4839,4838,-1,1,0,0,0,0,51,53,10,0,92,112.41,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
50,1783377992457,4939,4939,-1,1,0,0,0,0,51,53,10,0,92,111.83,0,-19,-22,-998,-1,0,0,0,,,,,,,,,
51,1783377992558,5040,5039,-1,1,0,0,0,0,51,53,10,0,92,111.85,0,-18,-22,-1002,-1,0,0,0,,,,,,,,,
52,1783377992609,5091,5090,-1,1,0,0,0,0,51,53,10,0,92,112.24,0,-19,-22,-998,-1,0,0,0,,,,,,,,,
53,1783377992710,5192,5191,-1,1,0,0,0,0,51,53,10,0,92,112.05,0,-17,-22,-1001,-1,0,0,0,,,,,,,,,
54,1783377992810,5292,5291,-1,1,0,0,0,0,51,53,10,0,92,112.13,0,-17,-22,-997,-1,0,0,0,,,,,,,,,
55,1783377992911,5393,5392,-1,1,0,0,0,0,51,54,10,0,92,111.78,0,-18,-24,-1000,-1,0,0,0,,,,,,,,,
56,1783377993012,5494,5493,-1,1,0,0,0,0,51,54,10,0,92,112.24,0,-19,-22,-998,-1,0,0,0,,,,,,,,,
57,1783377993113,5595,5595,-1,1,0,0,0,0,51,54,10,0,92,111.88,0,-17,-21,-999,-1,0,0,0,,,,,,,,,
58,1783377993214,5696,5695,-1,1,0,0,0,0,51,54,10,0,92,112.2,0,-16,-22,-998,-1,0,0,0,,,,,,,,,
59,1783377993315,5797,5796,-1,1,0,0,0,0,51,54,10,0,92,111.89,0,-16,-21,-1000,-1,0,0,0,,,,,,,,,
60,1783377993415,5897,5896,-1,1,0,0,0,0,51,54,10,0,92,111.79,0,-17,-21,-1000,-1,0,0,0,,,,,,,,,
61,1783377993516,5998,5997,-1,1,0,0,0,0,51,54,10,0,92,112.09,0,-19,-21,-998,-1,0,0,0,,,,,,,,,
62,1783377993617,6099,6098,-1,1,0,0,0,0,51,54,10,0,92,112.12,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
63,1783377993718,6200,6199,-1,1,0,0,0,0,51,54,10,0,92,112.07,0,-19,-24,-1000,-1,0,0,0,,,,,,,,,
64,1783377993819,6301,6300,-1,1,0,0,0,0,51,54,10,0,92,111.93,0,-17,-23,-1000,-1,0,0,0,,,,,,,,,
65,1783377993920,6402,6401,-1,1,0,0,0,0,52,54,10,0,92,111.83,0,-18,-23,-1000,-1,0,0,0,,,,,,,,,
66,1783377994020,6502,6502,-1,1,0,0,0,0,52,54,10,0,92,112.07,0,-18,-22,-998,-1,0,0,0,,,,,,,,,
67,1783377994121,6603,6603,-1,1,0,0,0,0,52,54,10,0,92,112.17,0,-19,-23,-997,-1,0,0,0,,,,,,,,,
68,1783377994222,6704,6703,-1,1,0,0,0,0,52,54,10,0,92,112.02,0,-16,-21,-999,-1,0,0,0,,,,,,,,,
69,1783377994323,6805,6805,-1,1,0,0,0,0,52,54,10,0,92,112.04,0,-19,-22,-1000,-1,0,0,0,,,,,,,,,
70,1783377994424,6906,6905,-1,1,0,0,0,0,52,54,10,0,92,111.89,0,-18,-21,-999,-1,0,0,0,,,,,,,,,
71,1783377994525,7007,7006,-1,1,0,0,0,0,52,54,10,0,92,112.07,0,-15,-21,-998,-1,0,0,0,,,,,,,,,
72,1783377994639,7121,7120,-1,1,0,0,0,0,52,54,10,0,92,111.88,0,-17,-20,-996,-1,0,0,0,,,,,,,,,
73,1783377994769,7251,7251,-1,1,0,0,0,0,52,54,10,0,92,112.07,0,-19,-20,-998,-1,0,0,0,,,,,,,,,
74,1783377994817,7299,7298,-1,1,0,0,0,0,52,54,10,0,92,112.14,0,-19,-22,-997,-1,0,0,0,,,,,,,,,
75,1783377994900,7382,7381,-1,1,0,0,0,0,51,54,10,0,92,112.26,0,-16,-22,-1000,-1,0,0,0,,,,,,,,,
76,1783377994998,7480,7480,-1,1,0,0,0,0,51,54,10,0,92,111.96,0,-17,-23,-998,-1,0,0,0,,,,,,,,,
77,1783377995101,7583,7582,-1,1,0,0,0,0,51,54,10,0,92,112.16,0,-18,-23,-1000,-1,0,0,0,,,,,,,,,
78,1783377995203,7685,7685,-1,1,0,0,0,0,51,54,10,0,92,112.05,0,-20,-22,-997,-1,0,0,0,,,,,,,,,
79,1783377995370,7852,7851,0,1,0,0,0,0,51,54,10,0,92,112.2,0,-17,-21,-997,-1,0,0,0,,,,,,,,,
80,1783377995444,7926,7926,-1,1,0,0,0,0,51,54,10,0,92,112.2,0,-18,-21,-998,-1,0,0,0,,,,,,,,,
81,1783377995522,8004,8004,-1,1,0,0,0,0,51,54,10,0,92,111.98,0,-19,-21,-1000,-1,0,0,0,,,,,,,,,
82,1783377995631,8113,8113,-1,1,0,0,0,0,51,54,10,0,92,111.89,0,-18,-23,-999,-1,0,0,0,,,,,,,,,
83,1783377995749,8231,8231,-1,1,0,0,0,0,51,54,10,0,92,112.04,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
84,1783377995854,8336,8335,-1,1,0,0,0,0,51,54,10,0,92,111.96,0,-17,-22,-1000,-1,0,0,0,,,,,,,,,
85,1783377996025,8507,8507,-1,1,0,0,0,0,53,54,10,0,92,112.2,0,-17,-22,-1000,-1,0,0,0,,,,,,,,,
86,1783377996040,8522,8522,-1,1,0,0,0,0,53,54,10,0,92,112.04,0,-16,-22,-999,-1,0,0,0,,,,,,,,,
87,1783377996149,8631,8631,-1,1,0,0,0,0,53,54,10,0,92,111.89,0,-17,-23,-997,-1,0,0,0,,,,,,,,,
88,1783377996233,8715,8714,-1,1,0,0,0,0,53,54,10,0,92,112.02,0,-19,-23,-1000,-1,0,0,0,,,,,,,,,
89,1783377996337,8819,8819,-1,1,0,0,0,0,53,54,10,0,92,112.39,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
90,1783377996439,8921,8920,-1,1,0,0,0,0,53,54,10,0,92,111.95,0,-17,-22,-999,-1,0,0,0,,,,,,,,,
91,1783377996553,9035,9034,-1,1,0,0,0,0,53,54,10,0,92,112.1,0,-17,-22,-1000,-1,0,0,0,,,,,,,,,
92,1783377996647,9129,9129,-1,1,0,0,0,0,53,54,10,0,92,112.21,0,-18,-21,-1000,-1,0,0,0,,,,,,,,,
93,1783377996752,9234,9233,-1,1,0,0,0,0,53,54,10,0,92,112.07,0,-17,-23,-999,-1,0,0,0,,,,,,,,,
94,1783377996865,9347,9347,-1,1,0,0,0,0,53,54,10,0,92,112,0,-19,-22,-1002,-1,0,0,0,,,,,,,,,
95,1783377996964,9446,9445,-1,1,0,0,0,0,52,54,10,0,92,112.08,0,-18,-22,-998,-1,0,0,0,,,,,,,,,
96,1783377997084,9566,9566,-1,1,0,0,0,0,52,54,10,0,92,112.17,0,-18,-22,-997,-1,0,0,0,,,,,,,,,
97,1783377997187,9669,9668,-1,1,0,0,0,0,52,54,10,0,92,112.21,0,-17,-21,-999,-1,0,0,0,,,,,,,,,
98,1783377997385,9867,9866,-1,1,0,0,0,0,52,54,10,0,92,112.15,0,-17,-21,-999,-1,0,0,0,,,,,,,,,
99,1783377997394,9876,9875,-1,1,0,0,0,0,52,54,10,0,92,112.08,0,-18,-23,-1000,-1,0,0,0,,,,,,,,,
100,1783377997497,9979,9978,-1,1,0,0,0,0,52,54,10,0,92,112.08,0,-18,-24,-1000,-1,0,0,0,,,,,,,,,
101,1783377997574,10056,10055,-1,1,0,0,0,0,52,54,10,0,92,111.89,0,-18,-23,-997,-1,0,0,0,,,,,,,,,
102,1783377997681,10163,10163,-1,1,0,0,0,0,52,54,10,0,92,111.99,0,-19,-23,-998,-1,0,0,0,,,,,,,,,
103,1783377997801,10283,10282,-1,1,0,0,0,0,52,54,10,0,92,112.04,0,-17,-23,-999,-1,0,0,0,,,,,,,,,
104,1783377997941,10423,10422,-1,1,0,0,0,0,52,54,10,0,92,112.08,0,-18,-22,-999,-1,0,0,0,,,,,,,,,
105,1783377998014,10496,10495,-1,1,0,0,0,0,53,56,10,0,92,111.99,0,-17,-23,-1000,-1,0,0,0,,,,,,,,,
106,1783377998105,10587,10586,-1,1,0,0,0,0,53,56,10,0,92,112.19,0,-18,-23,-1002,-1,0,0,0,,,,,,,,,
107,1783377998206,10688,10687,-1,1,0,0,0,0,53,56,10,0,92,111.97,0,-16,-23,-1000,-1,0,0,0,,,,,,,,,
108,1783377998308,10790,10790,-1,1,0,0,0,0,53,56,10,0,91,112.12,0,-18,-23,-1001,-1,0,0,0,,,,,,,,,
109,1783377998409,10891,10890,-1,1,0,0,0,0,53,56,10,0,91,112.08,0,-15,-23,-1001,-1,0,0,0,,,,,,,,,
110,1783377998510,10992,10991,-1,1,0,0,0,0,53,56,10,0,91,112.11,0,-17,-21,-1003,-1,0,0,0,,,,,,,,,
111,1783377998568,11050,11049,-1,1,0,0,0,0,53,56,10,0,91,112.29,0,-17,-21,-997,-1,0,0,0,,,,,,,,,
112,1783377998681,11163,11162,-1,1,0,0,0,0,53,56,10,0,91,112.1,0,-17,-20,-1000,-1,0,0,0,,,,,,,,,
113,1783377998783,11265,11264,-1,1,0,0,0,0,53,56,10,0,91,111.99,0,-18,-22,-999,-1,0,0,0,,,,,,,,,
114,1783377998881,11363,11363,-1,1,0,0,0,0,53,56,10,0,91,111.88,0,-18,-22,-1000,-1,0,0,0,,,,,,,,,
115,1783377999000,11482,11481,-1,1,0,0,0,0,53,55,10,0,91,111.86,0,-18,-22,-1001,-1,0,0,0,,,,,,,,,
116,1783377999087,11569,11569,0,1,0,0,0,0,53,55,10,0,91,111.88,0,-17,-22,-1001,-1,0,0,0,,,,,,,,,
