state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
59,1783701768864,0,0,0,-2,0,0,0,0,55,59,10,0,70,188.03,0,-2,44,-997,-1,0,0,0,,,,,,,,,
60,1783701768966,102,102,0,-2,0,0,0,0,55,59,10,0,70,187.85,0,-1,45,-999,-1,0,0,0,,,,,,,,,
61,1783701769068,204,203,0,-2,0,0,0,0,55,59,10,0,70,187.71,0,-2,46,-997,-1,0,0,0,,,,,,,,,
62,1783701769170,306,305,0,-2,0,0,0,0,55,59,10,0,70,187.85,0,-1,47,-999,-1,0,0,0,,,,,,,,,
63,1783701769272,408,407,0,-2,0,0,0,0,55,59,10,0,70,188.01,0,-1,48,-999,-1,0,0,0,,,,,,,,,
64,1783701769377,513,512,0,-2,0,0,0,0,56,59,10,0,70,187.93,0,-1,45,-999,-1,0,0,0,,,,,,,,,
65,1783701769477,613,613,0,-2,0,0,0,0,56,59,10,0,70,187.79,0,-4,47,-1000,-1,0,0,0,,,,,,,,,
66,1783701769579,715,714,0,-2,0,0,0,0,56,59,10,0,70,187.76,0,-3,46,-998,-1,0,0,0,,,,,,,,,
67,1783701769704,840,839,0,-2,0,0,0,0,56,59,10,0,70,187.95,0,-2,45,-998,-1,0,0,0,,,,,,,,,
68,1783701769783,919,918,0,-2,0,0,0,0,56,59,10,0,70,187.68,0,-1,47,-1000,-1,0,0,0,,,,,,,,,
69,1783701769885,1021,1020,0,-2,0,0,0,0,56,59,10,0,70,187.77,0,-2,47,-1000,-1,0,0,0,,,,,,,,,
70,1783701769987,1123,1122,0,-2,0,0,0,0,56,59,10,0,70,187.8,0,-2,48,-997,-1,0,0,0,,,,,,,,,
71,1783701770089,1225,1224,0,-2,0,0,0,0,56,59,10,0,70,187.73,0,-1,45,-996,-1,0,0,0,,,,,,,,,
72,1783701770191,1327,1326,0,-2,0,0,0,0,56,59,10,0,70,187.92,0,-1,46,-997,-1,0,0,0,,,,,,,,,
73,1783701770293,1429,1428,0,-2,0,0,0,0,56,59,10,0,70,187.92,0,-2,46,-999,-1,0,0,0,,,,,,,,,
74,1783701770395,1531,1530,0,-2,0,0,0,0,57,59,10,0,70,187.75,0,-1,46,-995,-1,0,0,0,,,,,,,,,
75,1783701770497,1633,1632,0,-2,0,0,0,0,57,59,10,0,70,187.77,0,-1,45,-996,-1,0,0,0,,,,,,,,,
76,1783701770599,1735,1734,0,-2,0,0,0,0,57,59,10,0,70,187.76,0,-3,45,-997,-1,0,0,0,,,,,,,,,
77,1783701770701,1837,1836,0,-2,0,0,0,0,57,59,10,0,70,187.92,0,-2,46,-996,-1,0,0,0,,,,,,,,,
78,1783701770803,1939,1938,0,-2,0,0,0,0,57,59,10,0,70,187.99,0,-1,46,-1003,-1,0,0,0,,,,,,,,,
79,1783701770905,2041,2040,0,-2,0,0,0,0,57,59,10,0,70,187.97,0,-1,45,-999,-1,0,0,0,,,,,,,,,
80,1783701771009,2145,2144,0,-2,0,0,0,0,57,59,10,0,70,188.03,0,-1,45,-998,-1,0,0,0,,,,,,,,,
81,1783701771110,2246,2245,0,-2,0,0,0,0,57,59,10,0,70,187.77,0,-4,46,-996,-1,0,0,0,,,,,,,,,
82,1783701771211,2347,2347,0,-2,0,0,0,0,57,59,10,0,70,188.01,0,-2,47,-1000,-1,0,0,0,,,,,,,,,
83,1783701771313,2449,2448,0,-2,0,0,0,0,57,59,10,0,70,188.07,0,-2,45,-1000,-1,0,0,0,,,,,,,,,
84,1783701771417,2553,2553,0,-2,0,0,0,0,56,58,10,0,70,187.81,0,-1,47,-999,-1,0,0,0,,,,,,,,,
85,1783701771517,2653,2652,0,-2,0,0,0,0,56,58,10,0,70,187.76,0,-2,43,-1000,-1,0,0,0,,,,,,,,,
86,1783701771619,2755,2754,0,-2,0,0,0,0,56,58,10,0,70,187.75,0,-2,45,-999,-1,0,0,0,,,,,,,,,
87,1783701771721,2857,2856,0,-2,0,0,0,0,56,58,10,0,70,188.1,0,0,46,-997,-1,0,0,0,,,,,,,,,
88,1783701771823,2959,2958,0,-2,0,0,0,0,56,58,10,0,70,187.95,0,-2,47,-998,-1,0,0,0,,,,,,,,,
89,1783701771925,3061,3060,0,-2,0,0,0,0,56,58,10,0,70,187.89,0,-4,45,-1002,-1,0,0,0,,,,,,,,,
90,1783701772027,3163,3162,0,-2,0,0,0,0,56,58,10,0,70,188.06,0,-1,45,-997,-1,0,0,0,,,,,,,,,
91,1783701772129,3265,3264,0,-2,0,0,0,0,56,58,10,0,70,187.96,0,0,45,-999,-1,0,0,0,,,,,,,,,
92,1783701772180,3316,3315,0,-2,0,0,0,0,56,58,10,0,70,188.07,0,0,46,-999,-1,0,0,0,,,,,,,,,
93,1783701772282,3418,3417,0,-2,0,0,0,0,56,58,10,0,70,187.98,0,-2,46,-1000,-1,0,0,0,,,,,,,,,
94,1783701772435,3571,3570,0,-2,0,0,0,0,55,59,10,0,70,188.07,0,-1,46,-1000,-1,0,0,0,,,,,,,,,
95,1783701772537,3673,3672,0,-2,0,0,0,0,55,59,10,0,70,188.09,0,-2,47,-995,-1,0,0,0,,,,,,,,,
96,1783701772588,3724,3723,0,-2,0,0,0,0,55,59,10,0,70,187.8,0,0,45,-998,-1,0,0,0,,,,,,,,,
97,1783701772690,3826,3825,0,-2,0,0,0,0,55,59,10,0,70,187.96,0,-2,45,-998,-1,0,0,0,,,,,,,,,
98,1783701772793,3929,3928,0,-2,0,0,0,0,55,59,10,0,70,187.89,0,-2,46,-997,-1,0,0,0,,,,,,,,,
99,1783701772895,4031,4030,0,-2,0,0,0,0,55,59,10,0,70,187.92,0,-1,46,-998,-1,0,0,0,,,,,,,,,
100,1783701772997,4133,4132,0,-2,0,0,0,0,55,59,10,0,70,188.08,0,-3,47,-998,-1,0,0,0,,,,,,,,,
101,1783701773099,4235,4234,0,-2,0,0,0,0,55,59,10,0,70,187.9,0,0,46,-999,-1,0,0,0,,,,,,,,,
102,1783701773201,4337,4336,0,-2,0,0,0,0,55,59,10,0,70,187.97,0,-1,44,-999,-1,0,0,0,,,,,,,,,
103,1783701773303,4439,4438,0,-2,0,0,0,0,55,59,10,0,70,187.91,0,-3,46,-996,-1,0,0,0,,,,,,,,,
104,1783701773406,4542,4541,0,-2,0,0,0,0,56,59,10,0,70,187.93,0,0,44,-995,-1,0,0,0,,,,,,,,,
105,1783701773510,4646,4645,0,-2,0,0,0,0,56,59,10,0,70,187.85,0,-1,46,-999,-1,0,0,0,,,,,,,,,
106,1783701773611,4747,4746,0,-2,0,0,0,0,56,59,10,0,70,187.98,0,-3,46,-998,-1,0,0,0,,,,,,,,,
107,1783701773713,4849,4848,0,-2,0,0,0,0,56,59,10,0,70,187.98,0,-2,45,-999,-1,0,0,0,,,,,,,,,
108,1783701773815,4951,4950,0,-2,0,0,0,0,56,59,10,0,70,187.83,0,-2,45,-998,-1,0,0,0,,,,,,,,,
109,1783701773917,5053,5052,0,-2,0,0,0,0,56,59,10,0,70,187.7,0,-1,45,-998,-1,0,0,0,,,,,,,,,
110,1783701774019,5155,5154,0,-2,0,0,0,0,56,59,10,0,70,187.86,0,-2,47,-1001,-1,0,0,0,,,,,,,,,
111,1783701774121,5257,5256,0,-2,0,0,0,0,56,59,10,0,70,187.94,0,-1,47,-999,-1,0,0,0,,,,,,,,,
