test_id,scenario,notes,run_mode,elapsed_ms,attempt,command_samples,command_successes,command_failures,command_latency_ms_avg,command_latency_ms_min,command_latency_ms_max,last_command_latency_ms,last_command_elapsed_ms,last_command_age_ms,command_attempt_count,command_retry_count,command_timeout_count,command_client_total_ms,command_ensure_sdk_ms,command_executor_total_ms,command_send_ms,command_recv_wait_ms,command_parse_ms,command_executor_recv_wait_total_ms,command_executor_internal_total_ms,command_recovery_ms,command_executor_calls,command_recovery_count,last_command,last_response,last_command_result,command_source,command_executor_last_error,command_executor_attempt_log,command_internal_attempt_log,telemetry_packets_total,telemetry_packets_valid,telemetry_packets_invalid,telemetry_timeouts,telemetry_errors,telemetry_hz_instant,telemetry_hz_ema,telemetry_age_ms,telemetry_interarrival_ms,telemetry_max_interarrival_ms,telemetry_last_gap_ms,telemetry_last_gap_sequence,telemetry_gap_events_300ms,telemetry_gap_events_500ms,telemetry_gap_events_1000ms,telemetry_quality,telemetry_quality_score,telemetry_state_available,telemetry_h,telemetry_tof,telemetry_baro,telemetry_vgz,telemetry_bat,telemetry_templ,telemetry_temph,video_packets_total,video_bytes_total,video_timeouts,video_errors,video_pps_instant,video_pps_ema,video_age_ms,video_packet_delta,video_interarrival_ms,video_max_interarrival_ms,video_last_gap_ms,video_last_gap_sequence,video_gap_events_300ms,video_gap_events_500ms,video_gap_events_1000ms,video_quality,video_quality_score,link_quality,link_quality_score,link_safe_for_nonzero_rc,link_quality_reason,link_telemetry_quality,link_video_quality,link_command_quality,link_rc_quality,rc_packet_gap_ms,rc_expected_period_ms,rc_blackout_count,rc_last_nonzero_age_ms,rc_safety_override_active,decoder_frames_decoded,decoder_errors,decoder_fps_ema,frame_width,frame_height,keyframes,paused,overlay_enabled,recovery_attempted,recovery_result,recovery_hard,recovery_stage,recovery_command_channel_available,event,log_timestamp,log_message,connection_state,last_outage_failures,plot_metric,state_sequence_delta,state_receiver_running,rc_stream_active,rc_left_right,rc_forward_back,rc_up_down,rc_yaw,keepalive_running,auto_refresh_active,critical_command_active,pause_keepalive_ms,neutral_rc_ms,critical_command_ms,gui_vision_tick_delay_ms,gui_state_tick_delay_ms,vision_refresh_duration_ms,state_refresh_duration_ms,frame_convert_ms,frame_scale_ms,plot_paint_ms,vision_frame_mutex_wait_ms,state_history_fetch_ms,command_mutex_wait_ms,ui_frames_converted,ui_frames_dropped,ui_frames_displayed,plot_samples_displayed,keepalive_tick_total,keepalive_success_total,keepalive_failure_total,keepalive_skipped_busy_total,keepalive_skipped_uninitialized_total,keepalive_last_command,keepalive_last_response,keepalive_last_result,keepalive_last_latency_ms,keepalive_last_success_age_ms,keepalive_last_tick_age_ms
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,1066,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,10,10,0,0,0,9.81181,9.79924,30,101,106,0,0,0,0,0,OK,100,1,0,10,187.88,0,90,51,52,26,387692,0,0,0,0,-1,26,-1,0,0,0,0,0,0,NO_DATA,0,OK,100,1,telemetry=OK; video=NO_DATA; command=OK,OK,NO_DATA,OK,NO_DATA,-1,50,0,-1,0,0,0,0,0,0,0,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,battery?,,ERROR,0,-1,-1
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,2066,2,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,20,20,0,0,0,9.73352,9.71992,5,102,106,0,0,0,0,0,OK,100,1,0,10,187.84,0,90,51,54,56,824925,0,0,0,29.9445,8,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,28,0,29.9445,960,720,1,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,battery?,,ERROR,0,-1,-1
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,3067,3,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,29,29,0,0,0,9.8221,9.81141,91,101,106,0,0,0,0,0,OK,100,1,0,10,187.7,0,90,51,54,86,1262656,0,0,0,29.9622,10,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,58,0,29.9622,960,720,2,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,battery?,,ERROR,0,-1,-1
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,4067,4,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,40,40,0,0,0,9.78984,10.2239,20,102,106,0,0,0,0,0,OK,100,1,0,10,187.78,0,90,51,54,116,1700225,0,0,0,29.9799,12,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,88,0,29.9799,960,720,3,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,battery?,,ERROR,0,-1,-1
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,5067,5,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,50,50,0,0,0,9.80438,9.85956,1,101,106,0,0,0,0,0,OK,100,1,0,10,187.72,0,90,51,54,146,2137352,0,0,0,30.0114,10,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,118,0,30.0114,960,720,4,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,battery?,90,OK,50,1,1
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,6067,6,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,59,59,0,0,0,9.84845,9.82014,83,101,106,0,0,0,0,0,OK,100,1,0,10,187.97,0,90,52,54,176,2575129,0,0,0,30.0047,11,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,148,0,30.0047,960,720,5,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,battery?,90,OK,50,1001,1001
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,7067,7,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,70,70,0,0,0,9.8581,10.4013,6,101,108,0,0,0,0,0,OK,100,1,0,10,187.88,0,90,51,54,206,3012236,0,0,0,30.0187,12,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,178,0,30.0187,960,720,6,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,battery?,90,OK,50,2001,2001
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,8068,8,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,79,79,0,0,0,9.81227,9.90457,92,101,108,0,0,0,0,0,OK,100,1,0,10,187.71,0,90,52,55,236,3450364,0,0,0,30.0169,9,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,208,0,30.0169,960,720,7,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,battery?,90,OK,50,3001,3001
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,9068,9,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,89,89,0,0,0,9.80798,9.84017,72,101,108,0,0,0,0,0,OK,100,1,0,10,187.68,0,90,52,55,266,3887633,0,0,0,30.0295,13,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,238,0,30.0295,960,720,8,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,battery?,90,OK,50,4001,4001
E4-VIDEO-CLI-NATIVE-R01,video-cli-baseline-native-linux,native Linux; stationary FFmpeg repetition 1 of 3; no pcap,VIDEO_WATCH,10119,10,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,ERROR,,,,,100,100,0,0,0,9.69739,11.2611,0,103,152,0,0,0,0,0,OK,100,1,0,10,187.91,0,90,53,54,296,4325200,0,0,0,29.9976,12,30,-1,0,0,0,0,0,0,OK,100,OK,100,1,telemetry=OK; video=OK; command=OK,OK,OK,OK,NO_DATA,-1,50,0,-1,0,268,0,29.9976,960,720,9,0,0,0,OK,0,,0,NONE,,,CONNECTED,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,battery?,90,OK,53,0,0
