state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
65,1783702579967,0,0,0,-2,0,0,0,0,67,71,10,0,51,187.14,0,-3,47,-1001,-1,0,0,0,,,,,,,,,
66,1783702580069,102,101,0,-2,0,0,0,0,67,71,10,0,51,186.7,0,-1,45,-999,-1,0,0,0,,,,,,,,,
67,1783702580171,204,203,0,-2,0,0,0,0,67,70,10,0,51,186.95,0,-3,45,-997,-1,0,0,0,,,,,,,,,
68,1783702580273,306,305,0,-2,0,0,0,0,67,70,10,0,51,186.78,0,-4,47,-999,-1,0,0,0,,,,,,,,,
69,1783702580376,409,408,0,-2,0,0,0,0,67,70,10,0,51,187.4,0,-1,46,-1000,-1,0,0,0,,,,,,,,,
70,1783702580477,510,509,0,-2,0,0,0,0,67,70,10,0,51,186.92,0,-3,47,-999,-1,0,0,0,,,,,,,,,
71,1783702580579,612,611,0,-2,0,0,0,0,67,70,10,0,51,187.15,0,-1,46,-998,-1,0,0,0,,,,,,,,,
72,1783702580685,718,717,0,-2,0,0,0,0,67,70,10,0,51,187.01,0,-3,44,-996,-1,0,0,0,,,,,,,,,
73,1783702580786,819,818,0,-2,0,0,0,0,67,70,10,0,51,187.12,0,-4,47,-998,-1,0,0,0,,,,,,,,,
74,1783702580890,923,922,0,-2,0,0,0,0,67,70,10,0,51,186.98,0,-1,47,-1000,-1,0,0,0,,,,,,,,,
75,1783702580991,1024,1023,0,-2,0,0,0,0,67,70,10,0,51,187.02,0,-3,47,-1001,-1,0,0,0,,,,,,,,,
76,1783702581089,1122,1121,0,-2,0,0,0,0,67,70,10,0,51,187.02,0,-2,47,-998,-1,0,0,0,,,,,,,,,
77,1783702581191,1224,1223,0,-2,0,0,0,0,68,70,10,0,51,187.14,0,-2,45,-998,-1,0,0,0,,,,,,,,,
78,1783702581293,1326,1325,0,-2,0,0,0,0,68,70,10,0,51,187.04,0,-2,46,-998,-1,0,0,0,,,,,,,,,
79,1783702581395,1428,1427,0,-2,0,0,0,0,68,70,10,0,51,187.17,0,-1,46,-997,-1,0,0,0,,,,,,,,,
80,1783702581497,1530,1529,0,-2,0,0,0,0,68,70,10,0,51,186.99,0,-2,47,-999,-1,0,0,0,,,,,,,,,
81,1783702581599,1632,1631,0,-2,0,0,0,0,68,70,10,0,51,187.13,0,-3,46,-999,-1,0,0,0,,,,,,,,,
82,1783702581701,1734,1733,0,-2,0,0,0,0,68,70,10,0,51,187.4,0,-2,46,-998,-1,0,0,0,,,,,,,,,
83,1783702581803,1836,1835,0,-2,0,0,0,0,68,70,10,0,51,186.94,0,-1,47,-999,-1,0,0,0,,,,,,,,,
84,1783702581905,1938,1937,0,-2,0,0,0,0,68,70,10,0,51,186.85,0,-3,46,-1001,-1,0,0,0,,,,,,,,,
85,1783702582007,2040,2039,0,-2,0,0,0,0,68,70,10,0,51,187.13,0,-3,46,-1002,-1,0,0,0,,,,,,,,,
86,1783702582111,2144,2143,0,-2,0,0,0,0,68,70,10,0,51,187.02,0,-3,46,-998,-1,0,0,0,,,,,,,,,
87,1783702582211,2244,2243,0,-2,0,0,0,0,68,70,10,0,51,187.04,0,-2,47,-999,-1,0,0,0,,,,,,,,,
88,1783702582313,2346,2345,0,-2,0,0,0,0,68,70,10,0,51,187.08,0,-2,47,-998,-1,0,0,0,,,,,,,,,
89,1783702582416,2449,2448,0,-2,0,0,0,0,68,70,10,0,51,187.15,0,-2,44,-1001,-1,0,0,0,,,,,,,,,
90,1783702582518,2551,2550,0,-2,0,0,0,0,68,70,10,0,51,187.55,0,-3,46,-997,-1,0,0,0,,,,,,,,,
91,1783702582621,2654,2653,0,-2,0,0,0,0,68,70,10,0,51,187.18,0,-3,46,-998,-1,0,0,0,,,,,,,,,
92,1783702582724,2757,2756,0,-2,0,0,0,0,68,70,10,0,51,187.23,0,-2,47,-1001,-1,0,0,0,,,,,,,,,
93,1783702582824,2857,2856,0,-2,0,0,0,0,68,70,10,0,51,186.96,0,-2,46,-998,-1,0,0,0,,,,,,,,,
94,1783702582929,2962,2961,0,-2,0,0,0,0,68,70,10,0,51,187.08,0,-3,46,-996,-1,0,0,0,,,,,,,,,
95,1783702583027,3060,3059,0,-2,0,0,0,0,68,70,10,0,51,186.74,0,-2,45,-998,-1,0,0,0,,,,,,,,,
