state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
65,1783702701480,0,0,0,-2,0,0,0,0,69,71,10,0,47,186.71,0,-2,44,-999,-1,0,0,0,,,,,,,,,
66,1783702701584,104,103,0,-2,0,0,0,0,69,71,10,0,47,186.79,0,-2,44,-996,-1,0,0,0,,,,,,,,,
67,1783702701683,203,202,0,-2,0,0,0,0,69,71,10,0,47,186.53,0,-5,46,-998,-1,0,0,0,,,,,,,,,
68,1783702701785,305,304,0,-2,0,0,0,0,69,71,10,0,47,186.38,0,-4,45,-996,-1,0,0,0,,,,,,,,,
69,1783702701887,407,406,0,-2,0,0,0,0,69,71,10,0,47,186.71,0,-2,46,-1000,-1,0,0,0,,,,,,,,,
70,1783702701989,509,508,0,-2,0,0,0,0,69,71,10,0,47,186.53,0,-3,47,-999,-1,0,0,0,,,,,,,,,
71,1783702702091,611,610,0,-2,0,0,0,0,69,71,10,0,47,186.72,0,-4,47,-996,-1,0,0,0,,,,,,,,,
72,1783702702193,713,712,0,-2,0,0,0,0,69,71,10,0,47,186.59,0,-4,46,-996,-1,0,0,0,,,,,,,,,
73,1783702702295,815,814,0,-2,0,0,0,0,69,71,10,0,47,186.39,0,-2,46,-998,-1,0,0,0,,,,,,,,,
74,1783702702397,917,916,0,-2,0,0,0,0,69,71,10,0,47,186.58,0,-3,47,-1004,-1,0,0,0,,,,,,,,,
75,1783702702455,975,974,0,-2,0,0,0,0,69,71,10,0,47,186.61,0,-1,47,-997,-1,0,0,0,,,,,,,,,
76,1783702702553,1073,1073,0,-2,0,0,0,0,69,71,10,0,47,186.75,0,-3,45,-998,-1,0,0,0,,,,,,,,,
77,1783702702651,1171,1171,0,-2,0,0,0,0,69,71,10,0,47,186.69,0,-3,45,-996,-1,0,0,0,,,,,,,,,
78,1783702702754,1274,1273,0,-2,0,0,0,0,68,71,10,0,47,186.43,0,-4,46,-998,-1,0,0,0,,,,,,,,,
79,1783702702856,1376,1375,0,-2,0,0,0,0,68,71,10,0,47,186.33,0,-2,45,-999,-1,0,0,0,,,,,,,,,
80,1783702702958,1478,1477,0,-2,0,0,0,0,68,71,10,0,47,186.58,0,-1,47,-999,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783702702940,1460,1
81,1783702703060,1580,1579,0,-2,0,0,0,0,68,71,10,0,47,186.89,0,-3,44,-998,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783702703041,1560,3
