test_id,scenario,notes,run_mode,elapsed_ms,attempt,command_samples,command_successes,command_failures,command_latency_ms_avg,command_latency_ms_min,command_latency_ms_max,last_command,last_response,last_command_result,command_source,command_executor_last_error,command_executor_attempt_log,telemetry_packets_total,telemetry_packets_valid,telemetry_packets_invalid,telemetry_timeouts,telemetry_errors,telemetry_hz_instant,telemetry_hz_ema,telemetry_age_ms,telemetry_interarrival_ms,telemetry_max_interarrival_ms,telemetry_last_gap_ms,telemetry_last_gap_sequence,telemetry_gap_events_300ms,telemetry_gap_events_500ms,telemetry_gap_events_1000ms,telemetry_quality,telemetry_quality_score,telemetry_state_available,telemetry_h,telemetry_tof,telemetry_baro,telemetry_vgz,telemetry_bat,video_packets_total,video_bytes_total,video_timeouts,video_errors,video_pps_instant,video_pps_ema,video_age_ms,video_packet_delta,video_interarrival_ms,video_max_interarrival_ms,video_last_gap_ms,video_last_gap_sequence,video_gap_events_300ms,video_gap_events_500ms,video_gap_events_1000ms,video_quality,video_quality_score,nal_packets_in,nal_bytes_in,nal_units,nal_sps,nal_pps,nal_idr,nal_non_idr,nal_other,nal_decode_gated,nal_resyncs,nal_buffered_bytes,decoder_nals_in,decoder_packets_sent,decoder_frames_decoded,decoder_errors,decoder_fps_ema,frame_width,frame_height,keyframes,paused,overlay_enabled,recovery_attempted,recovery_result,recovery_hard,recovery_stage,recovery_command_channel_available,event,log_timestamp,log_message,connection_state,last_outage_failures,plot_metric,state_sequence_delta,state_receiver_running,rc_stream_active,rc_left_right,rc_forward_back,rc_up_down,rc_yaw,keepalive_running,auto_refresh_active,critical_command_active,pause_keepalive_ms,neutral_rc_ms,critical_command_ms,gui_vision_tick_delay_ms,gui_state_tick_delay_ms,vision_refresh_duration_ms,state_refresh_duration_ms,frame_convert_ms,frame_scale_ms,plot_paint_ms,vision_frame_mutex_wait_ms,state_history_fetch_ms,ui_frames_converted,ui_frames_dropped,ui_frames_displayed,plot_samples_displayed
,gui,,CONTROL_PANEL,65881,63,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,650,650,0,1,0,9.80435,23.9293,94,101,1187,896,65,3,3,1,OK,100,1,0,10,140.49,0,83,13186,18098188,0,0,77.0007,335.678,0,327,12,67,0,0,0,0,0,OK,100,13186,18098188,1547,0,0,0,0,0,0,1,1460,1542,1444,1444,98,35.6291,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:27.297,snapshot saved => vision_snapshot_20260627_172527_234.png,CONNECTED,0,pitch,3,1,0,0,0,0,0,1,0,0,0,0,0,131,280,0,0,2,0,0,0,0,371,1084,337,300
,gui,,CONTROL_PANEL,68635,64,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,680,680,0,1,0,10.3876,11.6067,15,96,1187,896,65,3,3,1,OK,100,1,0,10,141,0,83,14090,19344069,0,0,2948.06,848.652,0,904,0,67,0,0,0,0,0,OK,100,14090,19344069,1652,0,0,0,0,0,0,1,4380,1647,1543,1543,104,34.253,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,30,1,0,0,0,0,0,1,0,0,0,0,0,125,219,2,0,2,1,0,0,0,394,1149,339,300
,gui,,CONTROL_PANEL,69749,65,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,691,691,0,1,0,11.9691,23.6446,61,83,1187,896,65,3,3,1,OK,100,1,0,10,140.4,0,83,14412,19784488,0,0,422.523,409.055,1,322,2,67,0,0,0,0,0,OK,100,14412,19784488,1689,0,0,0,0,0,0,1,8760,1684,1578,1578,106,35.8702,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,11,1,0,0,0,0,0,1,0,0,0,0,0,124,246,1,0,2,0,0,0,0,402,1176,347,300
,gui,,CONTROL_PANEL,70749,66,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,702,702,0,1,0,10.5492,11.9997,45,94,1187,896,65,3,3,1,OK,100,1,0,10,140.56,0,82,14699,20177159,0,0,74.2639,396.563,0,287,13,67,0,0,0,0,0,OK,100,14699,20177159,1723,0,0,0,0,0,0,1,1460,1718,1610,1610,108,31.9025,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,11,1,0,0,0,0,0,1,0,0,0,0,0,124,249,1,0,2,0,0,0,0,410,1200,355,300
,gui,,CONTROL_PANEL,71749,67,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,712,712,0,1,0,10.7228,10.6377,91,93,1187,896,65,3,3,1,OK,100,1,0,10,140.51,0,82,14968,20550203,0,0,53.9822,393.269,5,269,18,67,0,0,0,0,0,OK,100,14968,20550203,1754,0,0,0,0,0,0,1,11680,1749,1639,1639,110,32.5808,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,10,1,0,0,0,0,0,1,0,0,0,0,0,125,249,1,0,2,0,0,0,0,418,1221,363,300
,gui,,CONTROL_PANEL,72874,68,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,724,724,0,1,0,10.5176,10.8203,82,95,1187,896,65,3,3,1,OK,100,1,0,10,140.64,0,82,15308,21017661,0,0,330.461,994.688,0,340,3,67,0,0,0,0,0,OK,100,15308,21017661,1794,0,0,0,0,0,0,1,5840,1789,1677,1677,112,31.8806,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,12,1,0,0,0,0,0,1,0,0,0,0,0,125,249,0,0,2,0,0,0,0,428,1249,372,300
,gui,,CONTROL_PANEL,76027,69,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,757,757,0,1,0,11.8979,30.4925,86,84,1187,896,65,3,3,1,OK,100,1,0,10,140.43,0,82,16212,22255881,0,0,409.086,421.759,2,904,2,67,0,0,0,0,0,OK,100,16212,22255881,1901,0,0,0,0,0,0,1,11680,1896,1776,1776,120,39.5677,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,33,1,0,0,0,0,0,1,0,0,0,0,0,124,250,1,0,2,0,0,0,0,453,1323,377,300
,gui,,CONTROL_PANEL,76043,70,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,758,758,0,1,0,11.3196,26.6579,14,88,1187,896,65,3,3,1,OK,100,1,0,10,140.06,0,82,16212,22255881,0,0,409.086,421.759,2,904,2,67,0,0,0,0,0,OK,100,16212,22255881,1901,0,0,0,0,0,0,1,11680,1896,1776,1776,120,39.5677,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:37.451,panel switched to Config,CONNECTED,0,pitch,1,1,0,0,0,0,0,1,0,0,0,0,0,2279,2429,0,0,2,0,0,0,0,453,1324,378,300
,gui,,CONTROL_PANEL,77150,71,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,769,769,0,1,0,19.7317,12.9116,28,50,1187,896,65,3,3,1,OK,100,1,0,10,140.54,0,82,16523,22683148,0,0,410.373,460.812,1,311,2,67,0,0,0,0,0,OK,100,16523,22683148,1937,0,0,0,0,0,0,1,11680,1932,1810,1810,122,31.4132,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,11,1,0,0,0,0,0,1,0,0,0,0,0,125,262,0,0,2,0,0,0,0,461,1349,385,300
,gui,,CONTROL_PANEL,78274,72,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,781,781,0,1,0,10.9731,11.1656,42,91,1187,896,65,3,3,1,OK,100,1,0,10,140.43,0,82,16861,23147737,0,0,671.772,521.787,3,338,1,67,0,0,0,0,0,OK,100,16861,23147737,1976,0,0,0,0,0,0,1,12496,1971,1847,1847,124,30.708,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,12,1,0,0,0,0,0,1,0,0,0,0,0,125,250,2,0,2,1,0,0,0,471,1376,394,300
,gui,,CONTROL_PANEL,79078,73,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,789,789,0,1,0,12.2279,16.9378,52,81,1187,896,65,3,3,1,OK,100,1,0,10,140.5,0,82,16861,23147737,0,0,671.772,521.787,3,338,1,67,0,0,0,0,0,OK,100,16861,23147737,1976,0,0,0,0,0,0,1,12496,1971,1847,1847,124,30.708,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:42.220,panel switched to Operation,CONNECTED,0,pitch,8,1,0,0,0,0,0,1,0,0,0,0,0,125,250,1,0,2,0,0,0,0,477,1396,400,300
,gui,,CONTROL_PANEL,79399,74,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,793,793,0,1,0,11.4194,15.2879,28,87,1187,896,65,3,3,1,OK,100,1,0,10,140.66,0,82,17187,23597243,0,0,430.864,411.256,0,326,2,67,0,0,0,0,0,OK,100,17186,23595783,2014,0,0,0,0,0,0,1,10220,2009,1883,1883,126,36.7044,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,4,1,0,0,0,0,0,1,0,0,0,0,0,125,250,1,0,2,0,0,0,0,479,1404,402,300
,gui,,CONTROL_PANEL,80399,75,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,803,803,0,1,0,9.46727,10.8797,64,105,1187,896,65,3,3,1,OK,100,1,0,10,140.63,0,82,17462,23973172,0,0,425.308,391.888,0,275,2,67,0,0,0,0,0,OK,100,17462,23973172,2047,0,0,0,0,0,0,1,1460,2042,1914,1914,128,28.1106,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,10,1,0,0,0,0,0,1,0,0,0,0,0,125,250,1,0,2,0,0,0,0,488,1426,410,300
,gui,,CONTROL_PANEL,83419,76,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,835,835,0,1,0,11.3744,11.4661,2,87,1187,896,65,3,3,1,OK,100,1,0,10,140.38,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,vision,,,CONNECTED,0,pitch,32,1,0,0,0,0,0,1,0,0,0,0,0,124,250,1,0,2,0,0,0,0,512,1498,416,300
,gui,,CONTROL_PANEL,83444,77,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,835,835,0,1,0,11.3744,11.4661,28,87,1187,896,65,3,3,1,OK,100,1,0,10,140.38,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:46.590,vision pipeline stopped,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,2271,2321,0,0,2,0,0,0,0,512,1498,417,300
,gui,,CONTROL_PANEL,85891,78,4,4,0,103,3,328,streamon,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,861,861,0,1,0,10.4836,10.6929,52,95,1187,896,65,3,3,1,OK,100,1,0,10,140.65,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:49.034,"streamoff (vision) => OK | response=""ok"" | state=CONNECTED",CONNECTED,0,pitch,26,1,0,0,0,0,0,1,0,0,0,0,0,2467,2467,0,0,2,0,0,0,0,512,1498,417,300
,gui,,CONTROL_PANEL,85891,79,5,5,0,570.8,3,2442,streamoff,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,861,861,0,1,0,10.4836,10.6929,52,95,1187,896,65,3,3,1,OK,100,1,0,10,140.65,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,command:vision,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,2467,2467,0,0,2,0,0,0,0,512,1498,417,300
,gui,,CONTROL_PANEL,85902,80,5,5,0,570.8,3,2442,streamoff,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,861,861,0,1,0,10.4836,10.6929,62,95,1187,896,65,3,3,1,OK,100,1,0,10,140.65,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:49.040,panel switched to Config,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,2467,2467,0,0,2,0,0,0,0,512,1498,417,300
,gui,,CONTROL_PANEL,92955,81,5,5,0,570.8,3,2442,streamoff,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,935,935,0,1,0,10.2796,11.0036,93,97,1187,896,65,3,3,1,OK,100,1,0,10,140.05,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,log,2026-06-27T17:25:56.101,recording stopped,CONNECTED,0,pitch,74,1,0,0,0,0,0,1,0,0,0,0,0,124,250,0,0,2,0,0,0,0,512,1498,417,300
,gui,,CONTROL_PANEL,92955,82,5,5,0,570.8,3,2442,streamoff,ok,OK,vision,,attempt=1|send=OK|raw=ok|parsed=OK,935,935,0,1,0,10.2796,11.0036,93,97,1187,896,65,3,3,1,OK,100,1,0,10,140.05,0,82,18341,25179145,0,0,1579.33,7988.74,3,879,0,67,0,0,0,0,0,OK,100,18341,25179145,2151,0,0,0,0,0,0,1,7533,2146,2010,2010,136,44.5325,960,720,0,0,1,0,OK,0,,0,logging:stop,,,CONNECTED,0,pitch,0,1,0,0,0,0,0,1,0,0,0,0,0,124,250,0,0,2,0,0,0,0,512,1498,417,300
