state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
0,1783193252343,0,0,0,0,0,0,0,0,54,56,10,0,88,177.35,0,-4,6,-998,-1,0,0,0,,,,,,,,,
1,1783193252444,101,101,0,0,0,0,0,0,54,56,10,0,88,177.46,0,-2,4,-1000,-1,0,0,0,,,,,,,,,
2,1783193252546,203,202,0,0,0,0,0,0,54,56,10,0,88,177.46,0,-3,3,-998,-1,0,0,0,,,,,,,,,
3,1783193252647,304,304,0,0,0,0,0,0,54,56,10,0,88,177.68,0,-3,4,-998,-1,0,0,0,,,,,,,,,
4,1783193252749,406,405,0,0,0,0,0,0,54,56,10,0,88,177.4,0,-4,5,-1001,-1,0,0,0,,,,,,,,,
5,1783193252851,508,507,0,0,0,0,0,0,54,56,10,0,88,177.38,0,-1,5,-1000,-1,0,0,0,,,,,,,,,
6,1783193252953,610,609,0,0,0,0,0,0,54,57,10,0,88,177.54,0,-2,6,-999,-1,0,0,0,,,,,,,,,
7,1783193253003,660,660,0,0,0,0,0,0,54,57,10,0,88,177.48,0,-5,6,-998,-1,0,0,0,,,,,,,,,
8,1783193253105,762,761,0,0,0,0,0,0,54,57,10,0,88,177.72,0,-3,5,-998,-1,0,0,0,,,,,,,,,
9,1783193253207,864,864,0,0,0,0,0,0,54,57,10,0,88,177.42,0,-3,3,-997,-1,0,0,0,,,,,,,,,
10,1783193253309,966,966,0,0,0,0,0,0,54,57,10,0,88,177.76,0,-3,5,-999,-1,0,0,0,,,,,,,,,
11,1783193253411,1068,1068,0,0,0,0,0,0,54,57,10,0,88,177.52,0,-4,4,-1000,-1,0,0,0,,,,,,,,,
12,1783193253513,1170,1169,0,0,0,0,0,0,54,57,10,0,88,177.38,0,-2,5,-999,-1,0,0,0,,,,,,,,,
13,1783193253616,1273,1272,0,0,0,0,0,0,54,57,10,0,88,177.69,0,-3,4,-1000,-1,0,0,0,,,,,,,,,
14,1783193253716,1373,1372,0,0,0,0,0,0,54,57,10,0,88,177.56,0,-4,5,-997,-1,0,0,0,,,,,,,,,
15,1783193253818,1475,1474,0,0,0,0,0,0,54,57,10,0,88,177.61,0,-4,6,-998,-1,0,0,0,,,,,,,,,
16,1783193253920,1577,1576,0,0,0,0,0,0,54,56,10,0,88,177.66,0,-4,3,-1000,-1,0,0,0,,,,,,,,,
17,1783193254022,1679,1678,0,0,0,0,0,0,54,56,10,0,88,177.34,0,-4,6,-997,-1,0,0,0,,,,,,,,,
18,1783193254124,1781,1780,0,0,0,0,0,0,54,56,10,0,88,177.23,0,-3,4,-1000,-1,0,0,0,,,,,,,,,
19,1783193254225,1882,1881,0,0,0,0,0,0,54,56,10,0,88,177.52,0,-4,4,-999,-1,0,0,0,,,,,,,,,
20,1783193254326,1983,1982,0,0,0,0,0,0,54,56,10,0,88,177.39,0,-4,5,-1000,-1,0,0,0,,,,,,,,,
21,1783193254428,2085,2084,0,0,0,0,0,0,54,56,10,0,88,177.32,0,-4,4,-998,-1,0,0,0,,,,,,,,,
22,1783193254530,2187,2186,0,0,0,0,0,0,54,56,10,0,88,177.51,0,-5,5,-999,-1,0,0,0,,,,,,,,,
23,1783193254631,2288,2287,0,0,0,0,0,0,54,56,10,0,88,177.8,0,-3,5,-999,-1,0,0,0,,,,,,,,,
24,1783193254733,2390,2389,0,0,0,0,0,0,54,56,10,0,88,177.66,0,-2,5,-996,-1,0,0,0,,,,,,,,,
25,1783193254835,2492,2491,0,0,0,0,0,0,54,56,10,0,88,177.3,0,-3,4,-1001,-1,0,0,0,,,,,,,,,
26,1783193254937,2594,2593,0,0,0,0,0,0,54,57,10,0,88,177.82,0,-3,4,-997,-1,0,0,0,,,,,,,,,
27,1783193255038,2695,2694,0,0,0,0,0,0,54,57,10,0,88,177.74,0,-4,5,-1001,-1,0,0,0,,,,,,,,,
28,1783193255140,2797,2796,0,0,0,0,0,0,54,57,10,0,88,177.41,0,-3,3,-1000,-1,0,0,0,,,,,,,,,
29,1783193255241,2898,2897,0,0,0,0,0,0,54,57,10,0,88,177.49,0,-4,4,-998,-1,0,0,0,,,,,,,,,
30,1783193255343,3000,2999,0,0,0,0,0,0,54,57,10,0,88,177.37,0,-4,4,-999,-1,0,0,0,,,,,,,,,
31,1783193255445,3102,3101,0,0,0,0,0,0,54,57,10,0,88,177.47,0,-3,5,-998,-1,0,0,0,,,,,,,,,
32,1783193255546,3203,3202,0,0,0,0,0,0,54,57,10,0,88,177.48,0,-4,6,-1001,-1,0,0,0,,,,,,,,,
33,1783193255648,3305,3304,0,0,0,0,0,0,54,57,10,0,88,177.59,0,-4,5,-1001,-1,0,0,0,,,,,,,,,
34,1783193255699,3356,3355,0,0,0,0,0,0,54,57,10,0,88,177.53,0,-3,4,-1001,-1,0,0,0,,,,,,,,,
35,1783193255801,3458,3457,0,0,0,0,0,0,54,57,10,0,88,177.27,0,-3,5,-1000,-1,0,0,0,,,,,,,,,
36,1783193255902,3559,3558,0,0,0,0,0,0,55,57,10,0,88,177.39,0,-5,5,-999,-1,0,0,0,,,,,,,,,
37,1783193256004,3661,3660,0,0,0,0,0,0,55,57,10,0,88,177.6,0,-3,5,-1001,-1,0,0,0,,,,,,,,,
38,1783193256105,3762,3761,0,0,0,0,0,0,55,57,10,0,88,177.38,0,-3,4,-998,-1,0,0,0,,,,,,,,,
39,1783193256208,3865,3864,0,0,0,0,0,0,55,57,10,0,88,177.33,0,-3,6,-1000,-1,0,0,0,,,,,,,,,
40,1783193256309,3966,3965,0,0,0,0,0,0,55,57,10,0,88,177.12,0,-2,4,-999,-1,0,0,0,,,,,,,,,
41,1783193256410,4067,4067,0,0,0,0,0,0,55,57,10,0,88,177.78,0,-2,6,-1000,-1,0,0,0,,,,,,,,,
42,1783193256512,4169,4168,0,0,0,0,0,0,55,57,10,0,88,177.48,0,-4,4,-999,-1,0,0,0,,,,,,,,,
43,1783193256614,4271,4270,0,0,0,0,0,0,55,57,10,0,88,177.57,0,-4,4,-1001,-1,0,0,0,,,,,,,,,
44,1783193256717,4374,4373,0,0,0,0,0,0,55,57,10,0,88,177.48,0,-1,5,-998,-1,0,0,0,,,,,,,,,
45,1783193256818,4475,4474,0,0,0,0,0,0,55,57,10,0,88,177.24,0,-1,4,-1002,-1,0,0,0,,,,,,,,,
46,1783193256920,4577,4576,0,0,0,0,0,0,54,58,10,0,88,177.42,0,-4,5,-999,-1,0,0,0,,,,,,,,,
47,1783193257021,4678,4678,0,0,0,0,0,0,54,58,10,0,88,177.49,0,-4,5,-1000,-1,0,0,0,,,,,,,,,
48,1783193257122,4779,4778,0,0,0,0,0,0,54,58,10,0,88,177.51,0,-3,3,-1000,-1,0,0,0,,,,,,,,,
49,1783193257224,4881,4880,0,0,0,0,0,0,54,58,10,0,88,177.53,0,-2,5,-1000,-1,0,0,0,,,,,,,,,
