state_sequence,timestamp_ms,recording_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_sequence
0,1782597039809,0,-1,0,0,0,0,0,54,57,10,0,78,141.71,0,-22,4,-1000,-1,0,0,0,,,,,,,,
1,1782597039907,98,-1,0,0,0,0,0,54,57,10,0,78,141.92,0,-20,8,-998,-1,0,0,0,,,,,,,,
2,1782597040003,194,-1,0,0,0,0,0,54,57,10,0,78,141.71,0,-21,6,-1000,-1,0,0,0,,,,,,,,
3,1782597040100,291,-1,0,0,0,0,0,54,57,10,0,78,141.46,0,-23,4,-999,-1,0,0,0,,,,,,,,
4,1782597040197,388,-1,0,0,0,0,0,54,56,10,0,78,141.88,0,-22,4,-1000,-1,0,0,0,,,,,,,,
5,1782597040293,484,-1,0,0,0,0,0,54,56,10,0,78,141.64,0,-21,7,-999,-1,0,0,0,,,,,,,,
6,1782597040390,581,-1,0,0,0,0,0,54,56,10,0,78,141.76,0,-20,7,-1002,-1,0,0,0,,,,,,,,
7,1782597040487,678,-1,0,0,0,0,0,54,56,10,0,78,141.63,0,-23,5,-1001,-1,0,0,0,,,,,,,,
8,1782597040583,774,-1,0,0,0,0,0,54,56,10,0,78,141.63,0,-19,5,-998,-1,0,0,0,,,,,,,,
9,1782597040680,871,-1,0,0,0,0,0,54,56,10,0,78,141.54,0,-22,7,-999,-1,0,0,0,,,,,,,,
10,1782597040777,968,-1,0,0,0,0,0,54,56,10,0,78,141.86,0,-19,4,-1000,-1,0,0,0,,,,,,,,
11,1782597040877,1068,-1,0,0,0,0,0,54,56,10,0,78,141.68,0,-18,8,-998,-1,0,0,0,,,,,,,,
12,1782597040971,1162,-1,0,0,0,0,0,54,56,10,0,78,141.9,0,-22,4,-999,-1,0,0,0,,,,,,,,
13,1782597041067,1258,-1,0,0,0,0,0,54,56,10,0,78,141.71,0,-19,9,-1000,-1,0,0,0,,,,,,,,
