state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
165,1783217211542,0,0,0,0,0,0,0,0,89,92,10,0,79,166.52,0,2,6,-999,-1,0,0,0,,,,,,,,,
166,1783217211637,95,94,0,0,0,0,0,0,89,92,10,0,79,166.59,0,2,6,-999,-1,0,0,0,,,,,,,,,
167,1783217211733,191,191,0,0,0,0,0,0,89,92,10,0,79,166.22,0,1,6,-997,-1,0,0,0,,,,,,,,,
168,1783217211830,288,287,0,0,0,0,0,0,89,92,10,0,79,166.77,0,1,7,-998,-1,0,0,0,,,,,,,,,
169,1783217211927,385,384,0,0,0,0,0,0,89,92,10,0,79,166.59,0,1,8,-998,-1,0,0,0,,,,,,,,,
170,1783217212022,480,479,0,0,0,0,0,0,89,92,10,0,79,166.49,0,1,7,-999,-1,0,0,0,,,,,,,,,
171,1783217212119,577,576,0,0,0,0,0,0,89,92,10,0,79,166.68,0,2,7,-999,-1,0,0,0,,,,,,,,,
172,1783217212215,673,672,0,0,0,0,0,0,89,92,10,0,79,166.57,0,1,5,-999,-1,0,0,0,,,,,,,,,
173,1783217212312,770,769,0,0,0,0,0,0,89,92,10,0,79,166.63,0,1,5,-1000,-1,0,0,0,,,,,,,,,
174,1783217212408,866,865,0,0,0,0,0,0,89,92,10,0,79,166.71,0,3,6,-1002,-1,0,0,0,,,,,,,,,
175,1783217212504,962,961,0,0,0,0,0,0,89,92,10,0,79,166.69,0,2,7,-998,-1,0,0,0,,,,,,,,,
176,1783217212600,1058,1058,0,0,0,0,0,0,89,92,10,0,79,166.63,0,2,6,-999,-1,0,0,0,,,,,,,,,
177,1783217212697,1155,1154,0,0,0,0,0,0,89,92,10,0,79,166.77,0,1,7,-1000,-1,0,0,0,,,,,,,,,
178,1783217212793,1251,1250,0,0,0,0,0,0,89,92,10,0,79,166.5,0,2,6,-999,-1,0,0,0,,,,,,,,,
179,1783217212890,1348,1347,0,0,0,0,0,0,89,92,10,0,79,166.79,0,1,6,-999,-1,0,0,0,,,,,,,,,
180,1783217212986,1444,1444,0,0,0,0,0,0,89,92,10,0,79,166.59,0,1,6,-999,-1,0,0,0,,,,,,,,,
181,1783217213084,1542,1541,0,0,0,0,0,0,89,92,10,0,79,166.63,0,3,7,-999,-1,0,0,0,,,,,,,,,
182,1783217213179,1637,1637,0,0,0,0,0,0,89,92,10,0,79,166.39,0,0,7,-1001,-1,0,0,0,,,,,,,,,
183,1783217213276,1734,1733,0,0,0,0,0,0,89,92,10,0,79,166.77,0,2,6,-999,-1,0,0,0,,,,,,,,,
184,1783217213372,1830,1829,0,0,0,0,0,0,89,92,10,0,79,166.79,0,2,7,-999,-1,0,0,0,,,,,,,,,
185,1783217213468,1926,1925,0,0,0,0,0,0,89,92,10,0,79,166.54,0,1,6,-1001,-1,0,0,0,,,,,,,,,
186,1783217213565,2023,2022,0,0,0,0,0,0,89,92,10,0,79,166.75,0,2,7,-1000,-1,0,0,0,,,,,,,,,
187,1783217213661,2119,2118,0,0,0,0,0,0,89,92,10,0,79,166.44,0,1,7,-999,-1,0,0,0,,,,,,,,,
188,1783217213757,2215,2215,0,0,0,0,0,0,89,92,10,0,79,166.57,0,1,4,-998,-1,0,0,0,,,,,,,,,
189,1783217213854,2312,2311,0,0,0,0,0,0,89,92,10,0,79,166.37,0,2,6,-1000,-1,0,0,0,,,,,,,,,
190,1783217213950,2408,2407,0,0,0,0,0,0,89,92,10,0,79,166.66,0,1,4,-1000,-1,0,0,0,,,,,,,,,
191,1783217214047,2505,2504,0,0,0,0,0,0,89,92,10,0,79,166.3,0,1,8,-1001,-1,0,0,0,,,,,,,,,
192,1783217214143,2601,2600,0,0,0,0,0,0,89,92,10,0,79,166.48,0,1,6,-1000,-1,0,0,0,,,,,,,,,
193,1783217214239,2697,2696,0,0,0,0,0,0,89,92,10,0,79,166.7,0,0,4,-1001,-1,0,0,0,,,,,,,,,
194,1783217214335,2793,2792,0,0,0,0,0,0,89,91,10,0,79,166.81,0,2,8,-1001,-1,0,0,0,,,,,,,,,
195,1783217214432,2890,2889,0,0,0,0,0,0,89,91,10,0,79,166.57,0,1,6,-1000,-1,0,0,0,,,,,,,,,
196,1783217214529,2987,2986,0,0,0,0,0,0,89,91,10,0,79,166.45,0,1,7,-999,-1,0,0,0,,,,,,,,,
197,1783217214576,3034,3033,0,0,0,0,0,0,89,91,10,0,79,166.42,0,2,6,-999,-1,0,0,0,,,,,,,,,
198,1783217214673,3131,3130,0,0,0,0,0,0,89,91,10,0,79,166.87,0,1,7,-1002,-1,0,0,0,,,,,,,,,
199,1783217214769,3227,3226,0,0,0,0,0,0,89,91,10,0,79,166.4,0,1,7,-997,-1,0,0,0,,,,,,,,,
200,1783217214865,3323,3323,0,0,0,0,0,0,89,91,10,0,79,166.5,0,1,5,-1001,-1,0,0,0,,,,,,,,,
201,1783217214962,3420,3419,0,0,0,0,0,0,89,91,10,0,79,166.35,0,2,6,-1001,-1,0,0,0,,,,,,,,,
202,1783217215058,3516,3515,0,0,0,0,0,0,89,91,10,0,79,166.5,0,2,6,-998,-1,0,0,0,,,,,,,,,
203,1783217215154,3612,3611,0,0,0,0,0,0,89,91,10,0,79,166.67,0,2,6,-1000,-1,0,0,0,,,,,,,,,
204,1783217215251,3709,3708,0,0,0,0,0,0,89,91,10,0,79,166.38,0,2,7,-998,-1,0,0,0,,,,,,,,,
205,1783217215347,3805,3804,0,0,0,0,0,0,89,91,10,0,79,166.41,0,1,7,-999,-1,0,0,0,,,,,,,,,
206,1783217215443,3901,3900,0,0,0,0,0,0,89,91,10,0,79,166.58,0,2,7,-1002,-1,0,0,0,,,,,,,,,
207,1783217215539,3997,3997,0,0,0,0,0,0,89,91,10,0,79,166.56,0,1,8,-1001,-1,0,0,0,,,,,,,,,
208,1783217215636,4094,4094,0,0,0,0,0,0,89,91,10,0,79,166.47,0,8,13,-1003,-1,0,0,0,,,,,,,,,
209,1783217215733,4191,4191,0,0,0,0,0,0,89,91,10,0,79,166.47,0,-3,1,-997,-1,0,0,0,,,,,,,,,
210,1783217215829,4287,4287,0,0,0,0,0,0,89,91,10,0,79,166.47,0,-3,15,-1010,-1,0,0,0,,,,,,,,,
211,1783217215925,4383,4382,0,0,0,0,0,0,89,91,10,0,79,166.47,0,-24,-20,-992,-1,0,0,0,,,,,,,,,
212,1783217216022,4480,4479,0,0,0,0,0,0,89,91,10,0,79,166.47,0,0,0,-1083,-1,0,0,0,,,,,,,,,
213,1783217216120,4578,4577,1,0,0,0,0,-2,89,91,11,0,79,166.47,0,2,9,-1232,-1,0,0,0,,,,,,,,,
