state_sequence,timestamp_ms,recording_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_sequence
0,1782523730122,0,0,0,-1,0,0,0,75,78,10,0,41,136.42,0,14,-5,-999,-1,0,0,0,,,,,,,,
1,1782523730220,98,0,0,-1,0,0,0,75,78,10,0,41,136.15,0,14,-4,-999,-1,0,0,0,,,,,,,,
2,1782523730319,197,0,0,-1,0,0,0,75,78,10,0,41,136.06,0,17,-12,-997,-1,0,0,0,,,,,,,,
3,1782523730418,296,0,0,-1,0,0,0,75,77,10,0,41,136.31,0,16,-6,-1000,-1,0,0,0,,,,,,,,
4,1782523730516,394,0,0,-1,0,0,0,75,77,10,0,41,135.8,0,16,-4,-1001,-1,0,0,0,,,,,,,,
5,1782523730615,493,0,0,-1,0,0,0,75,77,10,0,41,136.06,0,16,-4,-1002,-1,0,0,0,,,,,,,,
6,1782523730712,590,0,0,-1,0,0,0,75,77,10,0,40,136.05,0,15,-6,-1000,-1,0,0,0,,,,,,,,
7,1782523730810,688,0,0,-1,0,0,0,75,77,10,0,40,136.21,0,17,-6,-1000,-1,0,0,0,,,,,,,,
8,1782523730909,787,0,0,-1,0,0,0,75,77,10,0,40,136.05,0,16,-4,-1000,-1,0,0,0,,,,,,,,
9,1782523731007,885,0,0,-1,0,0,0,75,77,10,0,40,136.15,0,18,-5,-998,-1,0,0,0,,,,,,,,
10,1782523731107,985,0,0,-1,0,0,0,75,77,10,0,40,135.89,0,16,-6,-1004,-1,0,0,0,,,,,,,,
11,1782523731155,1033,0,0,-1,0,0,0,75,77,10,0,40,136.2,0,20,-9,-998,-1,0,0,0,,,,,,,,
12,1782523731254,1132,0,0,-1,0,0,0,75,77,10,0,40,136.32,0,16,-9,-999,-1,0,0,0,,,,,,,,
13,1782523731353,1231,0,0,-1,0,0,0,76,78,10,0,40,136.09,0,16,-7,-995,-1,0,0,0,,,,,,,,
14,1782523731452,1330,0,0,-1,0,0,0,76,78,10,0,40,136.03,0,14,-5,-1003,-1,0,0,0,,,,,,,,
15,1782523731548,1426,0,0,-1,0,0,0,76,78,10,0,40,136.47,0,18,-7,-1001,-1,0,0,0,,,,,,,,
16,1782523731647,1525,0,0,-1,0,0,0,76,78,10,0,40,135.94,0,13,-9,-998,-1,0,0,0,,,,,,,,
17,1782523731746,1624,0,0,-1,0,0,0,76,78,10,0,40,135.94,0,2,-8,-995,-1,0,0,0,,,,,,,,
18,1782523731843,1721,0,0,-1,0,0,0,76,78,10,0,40,136.05,0,9,0,-1000,-1,0,0,0,,,,,,,,
19,1782523731942,1820,0,0,-1,0,0,0,76,78,10,0,40,136.14,0,17,-3,-1004,-1,0,0,0,,,,,,,,
20,1782523732043,1921,0,0,-1,0,0,0,76,78,10,0,40,136.41,0,13,-9,-1000,-1,0,0,0,,,,,,,,
21,1782523732138,2016,0,0,-1,0,0,0,76,78,10,0,40,136.12,0,6,-11,-997,-1,0,0,0,,,,,,,,
22,1782523732237,2115,0,0,-1,0,0,0,76,78,10,0,40,136.02,0,0,-9,-996,-1,0,0,0,,,,,,,,
23,1782523732335,2213,0,0,-1,0,0,0,76,78,10,0,40,136.12,0,12,-3,-998,-1,0,0,0,,,,,,,,
