state_sequence,timestamp_ms,recording_elapsed_ms,steady_elapsed_ms,pitch,roll,yaw,vgx,vgy,vgz,templ,temph,tof,h,bat,baro,time,agx,agy,agz,mid,x,y,z,rc_a,rc_b,rc_c,rc_d,rc_source,rc_result,rc_timestamp_ms,rc_steady_elapsed_ms,rc_sequence
1438,1783215039178,0,0,0,0,-2,0,0,0,74,77,105,80,72,169.91,57,45,4,-1036,-1,0,0,0,,,,,,,,,
1439,1783215039191,13,12,0,0,-2,0,0,0,74,77,105,80,72,169.94,57,-18,28,-1026,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039185,7,1585
1440,1783215039193,15,15,0,0,-2,0,0,0,74,77,105,80,72,169.89,57,14,18,-1025,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039185,7,1585
1441,1783215039198,20,20,0,0,-2,0,0,0,74,77,105,80,72,169.49,58,13,2,-1004,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039185,7,1585
1442,1783215039202,24,23,0,0,-2,0,0,0,74,77,106,80,72,169.99,58,26,-4,-995,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039185,7,1585
1443,1783215039309,131,130,0,0,-2,0,0,0,74,77,106,80,72,169.94,58,10,30,-1008,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039286,107,1587
1444,1783215039657,479,478,0,0,-2,0,0,0,74,77,105,80,72,169.76,58,20,15,-1027,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039636,457,1594
1445,1783215039660,482,481,0,0,-2,0,0,0,74,77,105,80,72,169.82,58,34,-8,-981,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039636,457,1594
1446,1783215039665,487,486,0,0,-2,0,0,0,74,77,105,80,72,169.92,58,-9,14,-992,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039636,457,1594
1447,1783215039710,532,531,0,0,-2,0,0,0,75,77,105,80,72,169.76,58,17,15,-1018,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039686,508,1595
1448,1783215039802,624,623,0,0,-2,0,0,0,75,77,105,80,72,169.71,58,-27,40,-1020,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039786,608,1597
1449,1783215039900,722,721,0,0,-2,0,0,0,75,77,106,80,72,169.87,58,-60,49,-978,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039887,708,1599
1450,1783215039945,767,766,0,0,-2,0,0,0,75,77,106,80,72,169.76,58,1,3,-993,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215039937,758,1600
1451,1783215040042,864,864,0,0,-2,0,0,0,75,77,106,80,72,169.97,59,5,3,-994,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040037,858,1602
1452,1783215040139,961,960,0,0,-2,0,0,0,75,77,106,80,72,169.9,59,-5,15,-990,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040137,958,1604
1453,1783215040235,1057,1056,0,0,-2,0,0,0,75,77,106,80,72,169.86,59,2,10,-981,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040187,1008,1605
1454,1783215040332,1154,1153,0,0,-2,0,0,0,75,77,106,80,72,169.62,59,-23,15,-966,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040287,1109,1607
1455,1783215040428,1250,1249,0,0,-2,0,0,0,75,77,106,80,72,169.77,59,36,-21,-971,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040388,1209,1609
1456,1783215040525,1347,1346,0,0,-2,0,0,0,75,77,106,80,72,169.84,59,20,20,-1035,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040488,1309,1611
1457,1783215040622,1444,1443,0,0,-2,0,0,0,75,77,105,80,72,169.74,59,-13,9,-1018,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040588,1409,1613
1458,1783215040718,1540,1539,0,0,-2,0,0,0,75,77,105,80,72,169.87,59,9,0,-966,-1,0,0,0,0,0,0,0,"keyboard-worker","OK",1783215040688,1509,1615
